,HR,Dates,city,YR,M,D,MW,TEMP,DEWPOINT,AverageDailyMW,AverageDailyTemp,AverageDailyDewPoint
11107,4,07-04-2012,Delhi - BRPL,2012,4,7,1052.252,30.33333333,14.66666667,1271.602958,30.64166667,13.29166667
11108,5,07-04-2012,Delhi - BRPL,2012,4,7,1078.39,31.66666667,14.33333333,1271.602958,30.64166667,13.29166667
11109,6,07-04-2012,Delhi - BRPL,2012,4,7,1128.937,33,14,1271.602958,30.64166667,13.29166667
11110,7,07-04-2012,Delhi - BRPL,2012,4,7,1130.1,34.5,12.5,1271.602958,30.64166667,13.29166667
11111,8,07-04-2012,Delhi - BRPL,2012,4,7,1147.05,35,11,1271.602958,30.64166667,13.29166667
11112,9,07-04-2012,Delhi - BRPL,2012,4,7,1248.707,36,13,1271.602958,30.64166667,13.29166667
11113,0,08-04-2012,Delhi - BRPL,2012,4,8,1249.0274,24,14,1192.185692,30.02083333,10.8125
11114,1,08-04-2012,Delhi - BRPL,2012,4,8,1181.5814,24,14,1192.185692,30.02083333,10.8125
11115,10,08-04-2012,Delhi - BRPL,2012,4,8,1145.4344,36,6.5,1192.185692,30.02083333,10.8125
11116,11,08-04-2012,Delhi - BRPL,2012,4,8,1149.0414,35.5,7.5,1192.185692,30.02083333,10.8125
11117,12,08-04-2012,Delhi - BRPL,2012,4,8,1193.2804,34.5,7.5,1192.185692,30.02083333,10.8125
11118,13,08-04-2012,Delhi - BRPL,2012,4,8,1189.6324,32.5,8.5,1192.185692,30.02083333,10.8125
11119,14,08-04-2012,Delhi - BRPL,2012,4,8,1199.3964,31,9,1192.185692,30.02083333,10.8125
11120,15,08-04-2012,Delhi - BRPL,2012,4,8,1207.5224,30,10,1192.185692,30.02083333,10.8125
11121,16,08-04-2012,Delhi - BRPL,2012,4,8,1195.3974,29.5,11,1192.185692,30.02083333,10.8125
11122,17,08-04-2012,Delhi - BRPL,2012,4,8,1181.8104,28.5,11,1192.185692,30.02083333,10.8125
11123,18,08-04-2012,Delhi - BRPL,2012,4,8,1205.7444,28,11,1192.185692,30.02083333,10.8125
11124,19,08-04-2012,Delhi - BRPL,2012,4,8,1317.3164,28,11.5,1192.185692,30.02083333,10.8125
11125,2,08-04-2012,Delhi - BRPL,2012,4,8,1139.6834,24.5,14.5,1192.185692,30.02083333,10.8125
11126,20,08-04-2012,Delhi - BRPL,2012,4,8,1347.4354,27,12,1192.185692,30.02083333,10.8125
11127,21,08-04-2012,Delhi - BRPL,2012,4,8,1363.9494,26,12,1192.185692,30.02083333,10.8125
11128,22,08-04-2012,Delhi - BRPL,2012,4,8,1388.7594,26,12.5,1192.185692,30.02083333,10.8125
11129,23,08-04-2012,Delhi - BRPL,2012,4,8,1330.2414,25,13,1192.185692,30.02083333,10.8125
11130,3,08-04-2012,Delhi - BRPL,2012,4,8,1099.9394,27,14,1192.185692,30.02083333,10.8125
11131,4,08-04-2012,Delhi - BRPL,2012,4,8,1081.3034,32,11,1192.185692,30.02083333,10.8125
11132,5,08-04-2012,Delhi - BRPL,2012,4,8,1078.7854,33,11,1192.185692,30.02083333,10.8125
11133,6,08-04-2012,Delhi - BRPL,2012,4,8,1092.2664,33.5,11,1192.185692,30.02083333,10.8125
11134,7,08-04-2012,Delhi - BRPL,2012,4,8,1094.8234,34,10,1192.185692,30.02083333,10.8125
11135,8,08-04-2012,Delhi - BRPL,2012,4,8,1079.8654,35,9,1192.185692,30.02083333,10.8125
11136,9,08-04-2012,Delhi - BRPL,2012,4,8,1100.2194,36,8,1192.185692,30.02083333,10.8125
11137,0,09-04-2012,Delhi - BRPL,2012,4,9,1245.591,23,13,1328.646583,30.90625,10.88541667
11138,1,09-04-2012,Delhi - BRPL,2012,4,9,1173.759,22,13,1328.646583,30.90625,10.88541667
11139,10,09-04-2012,Delhi - BRPL,2012,4,9,1384.372,37.5,8,1328.646583,30.90625,10.88541667
11140,11,09-04-2012,Delhi - BRPL,2012,4,9,1407.859,37,8,1328.646583,30.90625,10.88541667
11141,12,09-04-2012,Delhi - BRPL,2012,4,9,1398.57,36,7,1328.646583,30.90625,10.88541667
11142,13,09-04-2012,Delhi - BRPL,2012,4,9,1387.713,35.5,8,1328.646583,30.90625,10.88541667
11143,14,09-04-2012,Delhi - BRPL,2012,4,9,1450.217,33.5,9,1328.646583,30.90625,10.88541667
11144,15,09-04-2012,Delhi - BRPL,2012,4,9,1488.749,32.5,9,1328.646583,30.90625,10.88541667
11145,16,09-04-2012,Delhi - BRPL,2012,4,9,1490.226,31,10.5,1328.646583,30.90625,10.88541667
11146,17,09-04-2012,Delhi - BRPL,2012,4,9,1444.09,30,12,1328.646583,30.90625,10.88541667
11147,18,09-04-2012,Delhi - BRPL,2012,4,9,1422.277,30,12,1328.646583,30.90625,10.88541667
11148,19,09-04-2012,Delhi - BRPL,2012,4,9,1507.202,28.5,12,1328.646583,30.90625,10.88541667
11149,2,09-04-2012,Delhi - BRPL,2012,4,9,1128.352,23,14,1328.646583,30.90625,10.88541667
11150,20,09-04-2012,Delhi - BRPL,2012,4,9,1502.287,28,11.5,1328.646583,30.90625,10.88541667
11151,21,09-04-2012,Delhi - BRPL,2012,4,9,1494.24,27.5,11.5,1328.646583,30.90625,10.88541667
11152,22,09-04-2012,Delhi - BRPL,2012,4,9,1506.569,27,11,1328.646583,30.90625,10.88541667
11153,23,09-04-2012,Delhi - BRPL,2012,4,9,1455.228,25.5,11.5,1328.646583,30.90625,10.88541667
11154,3,09-04-2012,Delhi - BRPL,2012,4,9,1090.21,26.5,14.5,1328.646583,30.90625,10.88541667
11155,4,09-04-2012,Delhi - BRPL,2012,4,9,1071.535,30,15,1328.646583,30.90625,10.88541667
11156,5,09-04-2012,Delhi - BRPL,2012,4,9,1114.837,32.5,13,1328.646583,30.90625,10.88541667
11157,6,09-04-2012,Delhi - BRPL,2012,4,9,1163.956,35,10,1328.646583,30.90625,10.88541667
11158,7,09-04-2012,Delhi - BRPL,2012,4,9,1127.433,35.5,10.5,1328.646583,30.90625,10.88541667
11159,8,09-04-2012,Delhi - BRPL,2012,4,9,1154.28,36.75,9.25,1328.646583,30.90625,10.88541667
11160,9,09-04-2012,Delhi - BRPL,2012,4,9,1277.966,38,8,1328.646583,30.90625,10.88541667
11161,0,10-04-2012,Delhi - BRPL,2012,4,10,1341.9298,25,11.5,1259.446342,28.875,13.29166667
11162,1,10-04-2012,Delhi - BRPL,2012,4,10,1256.8248,25,13,1259.446342,28.875,13.29166667
11163,10,10-04-2012,Delhi - BRPL,2012,4,10,1250.8998,36.5,11,1259.446342,28.875,13.29166667
11164,11,10-04-2012,Delhi - BRPL,2012,4,10,1269.4268,36,11,1259.446342,28.875,13.29166667
11165,12,10-04-2012,Delhi - BRPL,2012,4,10,1276.2568,33,11,1259.446342,28.875,13.29166667
11166,13,10-04-2012,Delhi - BRPL,2012,4,10,1324.8268,27,12.5,1259.446342,28.875,13.29166667
11167,14,10-04-2012,Delhi - BRPL,2012,4,10,1454.8498,27,13.5,1259.446342,28.875,13.29166667
11168,15,10-04-2012,Delhi - BRPL,2012,4,10,1494.5888,26.5,14.5,1259.446342,28.875,13.29166667
11169,16,10-04-2012,Delhi - BRPL,2012,4,10,1392.4008,26.5,14.5,1259.446342,28.875,13.29166667
11170,17,10-04-2012,Delhi - BRPL,2012,4,10,1043.8448,26,14.5,1259.446342,28.875,13.29166667
11171,18,10-04-2012,Delhi - BRPL,2012,4,10,1189.7548,26,14,1259.446342,28.875,13.29166667
11172,19,10-04-2012,Delhi - BRPL,2012,4,10,1290.3448,25,15,1259.446342,28.875,13.29166667
11173,2,10-04-2012,Delhi - BRPL,2012,4,10,1202.8478,26,13,1259.446342,28.875,13.29166667
11174,20,10-04-2012,Delhi - BRPL,2012,4,10,1330.2708,25,15,1259.446342,28.875,13.29166667
11175,21,10-04-2012,Delhi - BRPL,2012,4,10,1338.6088,24.5,15,1259.446342,28.875,13.29166667
11176,22,10-04-2012,Delhi - BRPL,2012,4,10,1341.4038,24,16.5,1259.446342,28.875,13.29166667
11177,23,10-04-2012,Delhi - BRPL,2012,4,10,1276.8178,23,17,1259.446342,28.875,13.29166667
11178,3,10-04-2012,Delhi - BRPL,2012,4,10,1159.0538,28,13,1259.446342,28.875,13.29166667
11179,4,10-04-2012,Delhi - BRPL,2012,4,10,1141.0678,30,14,1259.446342,28.875,13.29166667
11180,5,10-04-2012,Delhi - BRPL,2012,4,10,1174.2438,33,12,1259.446342,28.875,13.29166667
11181,6,10-04-2012,Delhi - BRPL,2012,4,10,1222.0998,34,12,1259.446342,28.875,13.29166667
11182,7,10-04-2012,Delhi - BRPL,2012,4,10,1171.4808,35,12.5,1259.446342,28.875,13.29166667
11183,8,10-04-2012,Delhi - BRPL,2012,4,10,1107.4318,35,12,1259.446342,28.875,13.29166667
11184,9,10-04-2012,Delhi - BRPL,2012,4,10,1175.4368,36,11,1259.446342,28.875,13.29166667
11185,0,11-04-2012,Delhi - BRPL,2012,4,11,1200.7658,22.5,16.5,1179.087258,24.55208333,15.6875
11186,1,11-04-2012,Delhi - BRPL,2012,4,11,1134.9478,23,16,1179.087258,24.55208333,15.6875
11187,10,11-04-2012,Delhi - BRPL,2012,4,11,1231.7198,29,15,1179.087258,24.55208333,15.6875
11188,11,11-04-2012,Delhi - BRPL,2012,4,11,1207.7488,28.5,14.5,1179.087258,24.55208333,15.6875
11189,12,11-04-2012,Delhi - BRPL,2012,4,11,1214.9578,27,14,1179.087258,24.55208333,15.6875
11190,13,11-04-2012,Delhi - BRPL,2012,4,11,1176.8728,26,16,1179.087258,24.55208333,15.6875
11191,14,11-04-2012,Delhi - BRPL,2012,4,11,1217.3618,25,17,1179.087258,24.55208333,15.6875
11192,15,11-04-2012,Delhi - BRPL,2012,4,11,1223.1728,25,16,1179.087258,24.55208333,15.6875
11193,16,11-04-2012,Delhi - BRPL,2012,4,11,1240.4568,24.5,17,1179.087258,24.55208333,15.6875
11194,17,11-04-2012,Delhi - BRPL,2012,4,11,1253.3898,24,16,1179.087258,24.55208333,15.6875
11195,18,11-04-2012,Delhi - BRPL,2012,4,11,1282.9628,23.5,16,1179.087258,24.55208333,15.6875
11196,19,11-04-2012,Delhi - BRPL,2012,4,11,1352.3268,23,16,1179.087258,24.55208333,15.6875
11197,2,11-04-2012,Delhi - BRPL,2012,4,11,1089.6098,23.25,16,1179.087258,24.55208333,15.6875
11198,20,11-04-2012,Delhi - BRPL,2012,4,11,1310.6598,22.5,16,1179.087258,24.55208333,15.6875
11199,21,11-04-2012,Delhi - BRPL,2012,4,11,1245.6308,22,16,1179.087258,24.55208333,15.6875
11200,22,11-04-2012,Delhi - BRPL,2012,4,11,1184.9388,22,14.5,1179.087258,24.55208333,15.6875
11201,23,11-04-2012,Delhi - BRPL,2012,4,11,1103.7348,21,15,1179.087258,24.55208333,15.6875
11202,3,11-04-2012,Delhi - BRPL,2012,4,11,1046.0528,23.5,16,1179.087258,24.55208333,15.6875
11203,4,11-04-2012,Delhi - BRPL,2012,4,11,1002.8498,24,16,1179.087258,24.55208333,15.6875
11204,5,11-04-2012,Delhi - BRPL,2012,4,11,1025.3648,23.5,16.5,1179.087258,24.55208333,15.6875
11205,6,11-04-2012,Delhi - BRPL,2012,4,11,1122.0658,24.5,16,1179.087258,24.55208333,15.6875
11206,7,11-04-2012,Delhi - BRPL,2012,4,11,1111.3198,25.5,15.5,1179.087258,24.55208333,15.6875
11207,8,11-04-2012,Delhi - BRPL,2012,4,11,1115.8238,27.5,15,1179.087258,24.55208333,15.6875
11208,9,11-04-2012,Delhi - BRPL,2012,4,11,1203.3598,29,14,1179.087258,24.55208333,15.6875
11209,0,12-04-2012,Delhi - BRPL,2012,4,12,1028.1508,21,15,1182.814842,27.91666667,13.625
11210,1,12-04-2012,Delhi - BRPL,2012,4,12,967.0048,21,15,1182.814842,27.91666667,13.625
11211,10,12-04-2012,Delhi - BRPL,2012,4,12,1260.1238,33.5,12.5,1182.814842,27.91666667,13.625
11212,11,12-04-2012,Delhi - BRPL,2012,4,12,1284.3378,34,11,1182.814842,27.91666667,13.625
11213,12,12-04-2012,Delhi - BRPL,2012,4,12,1259.4198,34,10,1182.814842,27.91666667,13.625
11214,13,12-04-2012,Delhi - BRPL,2012,4,12,1237.1378,32.5,9,1182.814842,27.91666667,13.625
11215,14,12-04-2012,Delhi - BRPL,2012,4,12,1290.9438,31,12,1182.814842,27.91666667,13.625
11216,15,12-04-2012,Delhi - BRPL,2012,4,12,1310.3538,29,15,1182.814842,27.91666667,13.625
11217,16,12-04-2012,Delhi - BRPL,2012,4,12,1325.0338,28,15,1182.814842,27.91666667,13.625
11218,17,12-04-2012,Delhi - BRPL,2012,4,12,1339.4688,27,15,1182.814842,27.91666667,13.625
11219,18,12-04-2012,Delhi - BRPL,2012,4,12,1326.3068,25.5,15,1182.814842,27.91666667,13.625
11220,19,12-04-2012,Delhi - BRPL,2012,4,12,1417.1018,25,15,1182.814842,27.91666667,13.625
11221,2,12-04-2012,Delhi - BRPL,2012,4,12,911.6008,24,14,1182.814842,27.91666667,13.625
11222,20,12-04-2012,Delhi - BRPL,2012,4,12,1387.3878,25,15,1182.814842,27.91666667,13.625
11223,21,12-04-2012,Delhi - BRPL,2012,4,12,1339.6898,25,15,1182.814842,27.91666667,13.625
11224,22,12-04-2012,Delhi - BRPL,2012,4,12,1314.0358,24,15,1182.814842,27.91666667,13.625
11225,23,12-04-2012,Delhi - BRPL,2012,4,12,1244.9558,24,14.5,1182.814842,27.91666667,13.625
11226,3,12-04-2012,Delhi - BRPL,2012,4,12,889.5228,25.5,14,1182.814842,27.91666667,13.625
11227,4,12-04-2012,Delhi - BRPL,2012,4,12,887.1188,27.5,13,1182.814842,27.91666667,13.625
11228,5,12-04-2012,Delhi - BRPL,2012,4,12,951.4948,28.5,14,1182.814842,27.91666667,13.625
11229,6,12-04-2012,Delhi - BRPL,2012,4,12,1078.3428,29,13.5,1182.814842,27.91666667,13.625
11230,7,12-04-2012,Delhi - BRPL,2012,4,12,1064.2248,31,13,1182.814842,27.91666667,13.625
11231,8,12-04-2012,Delhi - BRPL,2012,4,12,1085.5368,32,13.5,1182.814842,27.91666667,13.625
11232,9,12-04-2012,Delhi - BRPL,2012,4,12,1188.2618,33,13,1182.814842,27.91666667,13.625
11233,0,13-04-2012,Delhi - BRPL,2012,4,13,1148.96032,24,14,1158.358278,25.02083333,13.14583333
11234,1,13-04-2012,Delhi - BRPL,2012,4,13,1084.93932,24.5,14,1158.358278,25.02083333,13.14583333
11235,10,13-04-2012,Delhi - BRPL,2012,4,13,1238.72432,28.5,11,1158.358278,25.02083333,13.14583333
11236,11,13-04-2012,Delhi - BRPL,2012,4,13,1185.19732,28,11,1158.358278,25.02083333,13.14583333
11237,12,13-04-2012,Delhi - BRPL,2012,4,13,1163.98232,27,12,1158.358278,25.02083333,13.14583333
11238,13,13-04-2012,Delhi - BRPL,2012,4,13,1092.72332,26,12.5,1158.358278,25.02083333,13.14583333
11239,14,13-04-2012,Delhi - BRPL,2012,4,13,1143.92732,25,13.5,1158.358278,25.02083333,13.14583333
11240,15,13-04-2012,Delhi - BRPL,2012,4,13,1179.17532,25,14,1158.358278,25.02083333,13.14583333
11241,16,13-04-2012,Delhi - BRPL,2012,4,13,1191.07932,25,14,1158.358278,25.02083333,13.14583333
11242,17,13-04-2012,Delhi - BRPL,2012,4,13,1190.24132,25,14,1158.358278,25.02083333,13.14583333
11243,18,13-04-2012,Delhi - BRPL,2012,4,13,1224.31832,25,14,1158.358278,25.02083333,13.14583333
11244,19,13-04-2012,Delhi - BRPL,2012,4,13,1312.78732,24,14,1158.358278,25.02083333,13.14583333
11245,2,13-04-2012,Delhi - BRPL,2012,4,13,1047.95832,25.5,14,1158.358278,25.02083333,13.14583333
11246,20,13-04-2012,Delhi - BRPL,2012,4,13,1289.34532,23.5,14,1158.358278,25.02083333,13.14583333
11247,21,13-04-2012,Delhi - BRPL,2012,4,13,1232.63432,23,14,1158.358278,25.02083333,13.14583333
11248,22,13-04-2012,Delhi - BRPL,2012,4,13,1189.20232,23,14,1158.358278,25.02083333,13.14583333
11249,23,13-04-2012,Delhi - BRPL,2012,4,13,1123.45932,22.5,14,1158.358278,25.02083333,13.14583333
11250,3,13-04-2012,Delhi - BRPL,2012,4,13,1018.24832,26,14,1158.358278,25.02083333,13.14583333
11251,4,13-04-2012,Delhi - BRPL,2012,4,13,1009.03032,26,14,1158.358278,25.02083333,13.14583333
11252,5,13-04-2012,Delhi - BRPL,2012,4,13,1056.27132,25,13,1158.358278,25.02083333,13.14583333
11253,6,13-04-2012,Delhi - BRPL,2012,4,13,1155.00732,24,12,1158.358278,25.02083333,13.14583333
11254,7,13-04-2012,Delhi - BRPL,2012,4,13,1141.86332,24,12,1158.358278,25.02083333,13.14583333
11255,8,13-04-2012,Delhi - BRPL,2012,4,13,1156.51432,24.5,12,1158.358278,25.02083333,13.14583333
11256,9,13-04-2012,Delhi - BRPL,2012,4,13,1225.00832,26.5,10.5,1158.358278,25.02083333,13.14583333
11257,0,14-04-2012,Delhi - BRPL,2012,4,14,1044.5594,22,14,1085.95915,23.52083333,16.27083333
11258,1,14-04-2012,Delhi - BRPL,2012,4,14,991.7444,21.5,14,1085.95915,23.52083333,16.27083333
11259,10,14-04-2012,Delhi - BRPL,2012,4,14,1211.0114,26,16,1085.95915,23.52083333,16.27083333
11260,11,14-04-2012,Delhi - BRPL,2012,4,14,1219.2064,26,16.5,1085.95915,23.52083333,16.27083333
11261,12,14-04-2012,Delhi - BRPL,2012,4,14,1187.9604,26,17,1085.95915,23.52083333,16.27083333
11262,13,14-04-2012,Delhi - BRPL,2012,4,14,1106.4694,25.5,17,1085.95915,23.52083333,16.27083333
11263,14,14-04-2012,Delhi - BRPL,2012,4,14,1117.0074,24,16.5,1085.95915,23.52083333,16.27083333
11264,15,14-04-2012,Delhi - BRPL,2012,4,14,1106.9724,23,16,1085.95915,23.52083333,16.27083333
11265,16,14-04-2012,Delhi - BRPL,2012,4,14,1107.9664,23,17,1085.95915,23.52083333,16.27083333
11266,17,14-04-2012,Delhi - BRPL,2012,4,14,1125.4474,20.5,17.5,1085.95915,23.52083333,16.27083333
11267,18,14-04-2012,Delhi - BRPL,2012,4,14,1171.1714,20,18,1085.95915,23.52083333,16.27083333
11268,19,14-04-2012,Delhi - BRPL,2012,4,14,1274.0694,21,18,1085.95915,23.52083333,16.27083333
11269,2,14-04-2012,Delhi - BRPL,2012,4,14,955.0814,23.5,14,1085.95915,23.52083333,16.27083333
11270,20,14-04-2012,Delhi - BRPL,2012,4,14,1238.9484,20.5,18,1085.95915,23.52083333,16.27083333
11271,21,14-04-2012,Delhi - BRPL,2012,4,14,1155.9824,21,18,1085.95915,23.52083333,16.27083333
11272,22,14-04-2012,Delhi - BRPL,2012,4,14,1054.8044,20,18.5,1085.95915,23.52083333,16.27083333
11273,23,14-04-2012,Delhi - BRPL,2012,4,14,981.7194,20,18.5,1085.95915,23.52083333,16.27083333
11274,3,14-04-2012,Delhi - BRPL,2012,4,14,929.3404,24,15,1085.95915,23.52083333,16.27083333
11275,4,14-04-2012,Delhi - BRPL,2012,4,14,925.5174,27,13,1085.95915,23.52083333,16.27083333
11276,5,14-04-2012,Delhi - BRPL,2012,4,14,946.5114,27,14,1085.95915,23.52083333,16.27083333
11277,6,14-04-2012,Delhi - BRPL,2012,4,14,989.7894,27,14,1085.95915,23.52083333,16.27083333
11278,7,14-04-2012,Delhi - BRPL,2012,4,14,1024.2134,27,16,1085.95915,23.52083333,16.27083333
11279,8,14-04-2012,Delhi - BRPL,2012,4,14,1061.3824,23.5,17.5,1085.95915,23.52083333,16.27083333
11280,9,14-04-2012,Delhi - BRPL,2012,4,14,1136.1434,25.5,16.5,1085.95915,23.52083333,16.27083333
11281,0,15-04-2012,Delhi - BRPL,2012,4,15,919.0834,19,18,969.84115,25.47916667,14.64583333
11282,1,15-04-2012,Delhi - BRPL,2012,4,15,879.3254,20,19,969.84115,25.47916667,14.64583333
11283,10,15-04-2012,Delhi - BRPL,2012,4,15,988.3864,30,13,969.84115,25.47916667,14.64583333
11284,11,15-04-2012,Delhi - BRPL,2012,4,15,975.1834,30.5,10.5,969.84115,25.47916667,14.64583333
11285,12,15-04-2012,Delhi - BRPL,2012,4,15,961.1514,31,10.5,969.84115,25.47916667,14.64583333
11286,13,15-04-2012,Delhi - BRPL,2012,4,15,947.3334,30,10,969.84115,25.47916667,14.64583333
11287,14,15-04-2012,Delhi - BRPL,2012,4,15,940.6734,28.5,10.5,969.84115,25.47916667,14.64583333
11288,15,15-04-2012,Delhi - BRPL,2012,4,15,928.9764,28,11,969.84115,25.47916667,14.64583333
11289,16,15-04-2012,Delhi - BRPL,2012,4,15,938.1434,26,12.5,969.84115,25.47916667,14.64583333
11290,17,15-04-2012,Delhi - BRPL,2012,4,15,959.1164,25,15,969.84115,25.47916667,14.64583333
11291,18,15-04-2012,Delhi - BRPL,2012,4,15,1012.8084,25,14,969.84115,25.47916667,14.64583333
11292,19,15-04-2012,Delhi - BRPL,2012,4,15,1159.3994,24,13.5,969.84115,25.47916667,14.64583333
11293,2,15-04-2012,Delhi - BRPL,2012,4,15,852.0094,20.5,19,969.84115,25.47916667,14.64583333
11294,20,15-04-2012,Delhi - BRPL,2012,4,15,1167.9224,23,14,969.84115,25.47916667,14.64583333
11295,21,15-04-2012,Delhi - BRPL,2012,4,15,1145.4384,22,15,969.84115,25.47916667,14.64583333
11296,22,15-04-2012,Delhi - BRPL,2012,4,15,1107.5084,22,15,969.84115,25.47916667,14.64583333
11297,23,15-04-2012,Delhi - BRPL,2012,4,15,1024.0134,21.5,14,969.84115,25.47916667,14.64583333
11298,3,15-04-2012,Delhi - BRPL,2012,4,15,835.1044,23,19,969.84115,25.47916667,14.64583333
11299,4,15-04-2012,Delhi - BRPL,2012,4,15,840.1144,23,19,969.84115,25.47916667,14.64583333
11300,5,15-04-2012,Delhi - BRPL,2012,4,15,871.0174,25.5,17,969.84115,25.47916667,14.64583333
11301,6,15-04-2012,Delhi - BRPL,2012,4,15,920.6174,26.5,17,969.84115,25.47916667,14.64583333
11302,7,15-04-2012,Delhi - BRPL,2012,4,15,960.2714,28.5,15.5,969.84115,25.47916667,14.64583333
11303,8,15-04-2012,Delhi - BRPL,2012,4,15,966.8794,29,15,969.84115,25.47916667,14.64583333
11304,9,15-04-2012,Delhi - BRPL,2012,4,15,975.7104,30,14.5,969.84115,25.47916667,14.64583333
11305,0,16-04-2012,Delhi - BRPL,2012,4,16,950.559,20,14,1151.758042,27.85416667,12.67708333
11306,1,16-04-2012,Delhi - BRPL,2012,4,16,907.172,21,14.5,1151.758042,27.85416667,12.67708333
11307,10,16-04-2012,Delhi - BRPL,2012,4,16,1260.917,35,9,1151.758042,27.85416667,12.67708333
11308,11,16-04-2012,Delhi - BRPL,2012,4,16,1267.542,34,9,1151.758042,27.85416667,12.67708333
11309,12,16-04-2012,Delhi - BRPL,2012,4,16,1260.722,34,8,1151.758042,27.85416667,12.67708333
11310,13,16-04-2012,Delhi - BRPL,2012,4,16,1229.489,32.5,10.5,1151.758042,27.85416667,12.67708333
11311,14,16-04-2012,Delhi - BRPL,2012,4,16,1266.541,30.5,12,1151.758042,27.85416667,12.67708333
11312,15,16-04-2012,Delhi - BRPL,2012,4,16,1253.988,30,13,1151.758042,27.85416667,12.67708333
11313,16,16-04-2012,Delhi - BRPL,2012,4,16,1296.551,28.5,13,1151.758042,27.85416667,12.67708333
11314,17,16-04-2012,Delhi - BRPL,2012,4,16,1279.883,28,13.5,1151.758042,27.85416667,12.67708333
11315,18,16-04-2012,Delhi - BRPL,2012,4,16,1274.505,23,16,1151.758042,27.85416667,12.67708333
11316,19,16-04-2012,Delhi - BRPL,2012,4,16,1385.23,22,17,1151.758042,27.85416667,12.67708333
11317,2,16-04-2012,Delhi - BRPL,2012,4,16,879.812,23.5,14.25,1151.758042,27.85416667,12.67708333
11318,20,16-04-2012,Delhi - BRPL,2012,4,16,1355.578,21,18,1151.758042,27.85416667,12.67708333
11319,21,16-04-2012,Delhi - BRPL,2012,4,16,1309.202,21,15.5,1151.758042,27.85416667,12.67708333
11320,22,16-04-2012,Delhi - BRPL,2012,4,16,1270.173,22,15,1151.758042,27.85416667,12.67708333
11321,23,16-04-2012,Delhi - BRPL,2012,4,16,1172.921,22,15,1151.758042,27.85416667,12.67708333
11322,3,16-04-2012,Delhi - BRPL,2012,4,16,862.487,26,14,1151.758042,27.85416667,12.67708333
11323,4,16-04-2012,Delhi - BRPL,2012,4,16,860.116,29.5,11.5,1151.758042,27.85416667,12.67708333
11324,5,16-04-2012,Delhi - BRPL,2012,4,16,933.283,31,11,1151.758042,27.85416667,12.67708333
11325,6,16-04-2012,Delhi - BRPL,2012,4,16,1050.662,32.5,10.5,1151.758042,27.85416667,12.67708333
11326,7,16-04-2012,Delhi - BRPL,2012,4,16,1044.739,33,10,1151.758042,27.85416667,12.67708333
11327,8,16-04-2012,Delhi - BRPL,2012,4,16,1082.506,34,10,1151.758042,27.85416667,12.67708333
11328,9,16-04-2012,Delhi - BRPL,2012,4,16,1187.615,34.5,10,1151.758042,27.85416667,12.67708333
11329,0,17-04-2012,Delhi - BRPL,2012,4,17,1058.4528,22,15,1176.115842,27.9375,13.77083333
11330,1,17-04-2012,Delhi - BRPL,2012,4,17,953.6538,22,15,1176.115842,27.9375,13.77083333
11331,10,17-04-2012,Delhi - BRPL,2012,4,17,1251.7938,32,12,1176.115842,27.9375,13.77083333
11332,11,17-04-2012,Delhi - BRPL,2012,4,17,1265.3258,33,12,1176.115842,27.9375,13.77083333
11333,12,17-04-2012,Delhi - BRPL,2012,4,17,1260.5348,32.5,12,1176.115842,27.9375,13.77083333
11334,13,17-04-2012,Delhi - BRPL,2012,4,17,1238.5988,30.5,12,1176.115842,27.9375,13.77083333
11335,14,17-04-2012,Delhi - BRPL,2012,4,17,1280.7028,30,12.5,1176.115842,27.9375,13.77083333
11336,15,17-04-2012,Delhi - BRPL,2012,4,17,1308.3988,29.5,13.5,1176.115842,27.9375,13.77083333
11337,16,17-04-2012,Delhi - BRPL,2012,4,17,1311.6978,29,14,1176.115842,27.9375,13.77083333
11338,17,17-04-2012,Delhi - BRPL,2012,4,17,1293.4228,28,15,1176.115842,27.9375,13.77083333
11339,18,17-04-2012,Delhi - BRPL,2012,4,17,1278.5498,27.5,14.5,1176.115842,27.9375,13.77083333
11340,19,17-04-2012,Delhi - BRPL,2012,4,17,1384.4678,27,15,1176.115842,27.9375,13.77083333
11341,2,17-04-2012,Delhi - BRPL,2012,4,17,914.2048,22,15,1176.115842,27.9375,13.77083333
11342,20,17-04-2012,Delhi - BRPL,2012,4,17,1373.2828,26,15,1176.115842,27.9375,13.77083333
11343,21,17-04-2012,Delhi - BRPL,2012,4,17,1339.3778,25.5,15,1176.115842,27.9375,13.77083333
11344,22,17-04-2012,Delhi - BRPL,2012,4,17,1303.3708,24,15,1176.115842,27.9375,13.77083333
11345,23,17-04-2012,Delhi - BRPL,2012,4,17,1221.9588,24,15,1176.115842,27.9375,13.77083333
11346,3,17-04-2012,Delhi - BRPL,2012,4,17,890.1798,23.5,16,1176.115842,27.9375,13.77083333
11347,4,17-04-2012,Delhi - BRPL,2012,4,17,905.1848,25.5,14.5,1176.115842,27.9375,13.77083333
11348,5,17-04-2012,Delhi - BRPL,2012,4,17,970.9268,29,14,1176.115842,27.9375,13.77083333
11349,6,17-04-2012,Delhi - BRPL,2012,4,17,1083.0748,30.5,12.5,1176.115842,27.9375,13.77083333
11350,7,17-04-2012,Delhi - BRPL,2012,4,17,1071.1288,32,12,1176.115842,27.9375,13.77083333
