,CENTRAL ELECTRICITY AUTHORITY
,OPERATION MONITORING DIVISION
,DAILY COAL REPORT

COAL STOCKS POSITION AT VARIOUS THERMAL POWER STATIONS IN THE COUNTRY ( AS ON 04-Feb-2013 ),Page 1 of 3

,REGION/,MODE OF,NAME OF,CAPACITY,NORMAT DAILY,ACTUAL STOCK,CRITICAL,REASONS FOR
,by TPS
2,RAIL,BADARPUR TPS,705.0,30,14.5,0,35.94,2,*,**,Less Receipt - CCL
HARYANA
3,RAIL,PANIPAT TPS,1360.0,25,26.0,32,303.55,13
4,RAIL,YAMUNA NAGAR TPS,600.0,25,9.7,29,224.75,26
5,RAIL,INDIRA GANDHI STPP,1500.0,25,20.8,69,218.13,14
6,RAIL,MAHATMA GANDHI,1320.0,25,22.9,31,63.90,4,*,Inadequate coal
,TPS,availability
7,RAIL,RAJIV GANDHI TPS,1200.0,25,22.6,19,130.86,7
PUNJAB
8,RAIL,GH TPS (LEH.MOH.),920.0,30,15.6,0,194.87,12
9,RAIL,ROPAR TPS,1260.0,25,23.5,0,228.74,10
10,RAIL,GND TPS(BHATINDA),440.0,30,6.3,0,45.90,7
RAJASTHAN
11,RAIL,KOTA TPS,1240.0,30,24.3,0,164.62,7
12,RAIL,SURATGARH TPS,1500.0,30,25.3,0,107.81,4,*,Less Receipt
13,RAIL,CHHABRA TPP,500.0,30,8.6,0,132.47,15
UTTAR PRADESH
14,PITHEAD,ANPARA TPS,1630.0,15,30.5,0,309.79,10
15,RAIL,HARDUAGANJ TPS,665.0,25,11.0,0,92.59,8
16,RAIL,OBRA TPS,1278.0,20,15.6,0,220.85,14
17,RAIL,PANKI TPS,210.0,30,3.5,0,98.90,29
18,RAIL,PARICHHA TPS,890.0,30,15.6,0,161.09,10
19,RAIL,DADRI (NCTPP),1820.0,30,31.9,0,27.04,1,*,**,Higher Generation
20,PITHEAD,RIHAND STPS,2500.0,15,45.1,0,351.04,8
21,PITHEAD,SINGRAULI STPS,2000.0,15,38.1,0,453.96,12
22,RAIL,TANDA TPS,440.0,25,9.0,0,279.15,31
23,RAIL,UNCHAHAR TPS,1050.0,25,20.1,0,146.86,7
24,RAIL,ROSA TPP Ph-I,1200.0,25,20.8,50,107.70,8
25,PITHEAD,ANPARA C TPS,1200.0,25,19.4,0,6.68,0,*,**,Inadequate coal
,availability
TOTAL OF N.R.,27563.0,24,483.5,229,4114.97,9,6,4
WESTERN
CHHATTISGARH
26,RAIL,DSPM TPS,500.0,15,9.7,0,34.70,4,*,Less Receipt
27,PITHEAD,KORBA-II,440.0,15,9.4,0,264.40,28
28,PITHEAD,KORBA-WEST TPS,840.0,15,19.8,0,635.28,32
29,PITHEAD,KORBA STPS,2600.0,15,45.1,0,81.96,2,*,**,Higher Generation
30,PITHEAD,SIPAT STPS,2980.0,20,41.6,0,42.07,1,*,**,Coal Sup.for U-2 3 yet
,to commenced
31,RAIL,PATHADI TPP,600.0,15,9.7,0,166.02,17
32,RAIL,BHILAI TPS,500.0,25,8.6,0,91.54,11
GUJARAT
33,RAIL,GANDHI NAGAR TPS,870.0,30,16.0,16,223.41,15
34,RAIL,UKAI TPS,850.0,30,18.0,0,367.56,20
35,RAIL,SIKKA REP. TPS,240.0,30,18.0,0,63.61,4,*,Coal Supp. regulated
,by TPS
36,RAIL,WANAKBORI TPS,1470.0,30,29.8,0,472.13,16
37,RAIL,SABARMATI (C,400.0,30,29.8,0,72.81,2,*,**,Less Receipt
,STATION)
MADHYA PRADESH
38,PITHEAD,AMARKANTAK EXT,450.0,15,7.0,11,51.49,9
39,RAIL,SANJAY GANDHI TPS,1340.0,20,21.5,0,174.55,8
COAL STOCKS POSITION AT VARIOUS THERMAL POWER STATIONS IN THE COUNTRY ( AS ON 05-Feb-2013 ),Page 2 of 3

 REGION/,MODE OF,NAME OF,CAPACITY,NORMAT DAILY,ACTUAL STOCK,CRITICAL,REASONS FOR
,STATE,TRANSPORT,THERMAL,(MW),IVE,LINKAGE,CRITICAL COAL
,POWER,STOCK,IN '000,IN,000 TONNES,IN,COAL STOCK,STOCK
,STATION,Reqd. TONNES,DAY
,(DAYS),S
,Indigenous,<7,< 4 DAYS
,Import,DAYS

40,RAIL,SATPURA TPS,1080.0,20,22.9,0,113.90,5,*,Less import
41,PITHEAD,VINDHYACHAL STPS,3760.0,15,69.4,0,467.50,7
42,RAIL,BINA TPS,250.0,25,3.4,0,30.10,9
MAHARASHTRA
43,RAIL,BHUSAWAL TPS,1420.0,20,17.3,0,105.92,6,*,Less receipt - MCL
44,RAIL,CHANDRAPUR(MAHAR,2340.0,20,41.6,0,134.18,3,*,**,Less Receipt
,ASHTRA) STPS
45,RAIL,KHAPARKHEDA TPS,1340.0,25,25.0,2,18.25,1,*,**,Less receipt - MCL
46,RAIL,KORADI TPS,1040.0,25,16.7,0,83.40,5,*,Less Receipt
47,RAIL,NASIK TPS,630.0,25,16.0,0,188.30,12
48,RAIL,PARLI TPS,1130.0,25,20.8,0,88.83,4,*,Less receipt - MCL
49,RAIL,PARAS TPS,500.0,25,8.6,0,46.74,5,*,Less receipt - MCL
50,RAIL,DAHANU TPS,500.0,25,9.4,10,9.10,2,*,**,Higher Generation
51,RAIL,WARDHA WARORA,540.0,20,8.3,17,13.20,4,*,Less Receipt
52,RAIL,TIRORA TPS,660.0,20,10.4,126,0.00,12
TOTAL OF W.R.,29270.0,21,553.8,182,4040.96,8,14,6
SOUTHERN
ANDHRA PRADESH
53,RAIL,Dr. N.TATA RAO TPS,1760.0,20,29.8,0,283.13,10
54,RAIL,KOTHAGUDEM TPS,1720.0,20,34.7,0,344.96,10
55,RAIL,RAYALASEEMA TPS,1050.0,25,17.3,0,88.34,5,*,Less Receipt
56,PITHEAD,RAMAGUNDEM STPS,2600.0,15,45.7,0,362.62,8
57,RAIL,SIMHADRI,2000.0,25,34.0,0,78.12,2,*,**,Less receipt - MCL
58,PITHEAD,KAKATIYA TPS,500.0,25,7.9,0,76.20,10
KARNATAKA
59,RAIL,RAICHUR TPS,1720.0,30,27.0,45,100.69,5,*,Less Receipt
60,RAIL,BELLARY TPS,1000.0,30,13.9,1,36.13,3,*,**,Less Receipt
TAMIL NADU
61,INTER MODAL,ENNORE TPS,450.0,30,6.8,0,40.04,6,*,Less receipt - MCL
62,INTER MODAL,METTUR TPS,1440.0,30,19.1,81,56.85,7
63,INTER MODAL,NORTH CHENNAI TPS,630.0,30,20.8,3,52.05,3,*,**,Less receipt - MCL
64,INTER MODAL,TUTICORIN TPS,1050.0,30,20.1,33,148.04,9
65,RAIL,VALLUR TPP,500.0,30,14.2,0,114.36,8
TOTAL OF S.R.,16420.0,24,291.3,164,1781.52,7,6,3
EASTERN
BIHAR
66,RAIL,BARAUNI TPS,210.0,20,0.7,0,9.19,13,Under Shutdown
67,RAIL,MUZAFFARPUR TPS,220.0,20,1.4,0,3.31,2,Under Shutdown
68,PITHEAD,KAHALGAON TPS,2340.0,15,43.3,0,9.46,0,*,**,Less Receipt
JHARKHAND
69,RAIL,PATRATU TPS,770.0,20,2.0,0,206.99,102

70,ROAD,TENUGHAT TPS,420.0,20,5.1,0,119.90,23
71,RAIL,BOKARO `B` TPS,630.0,20,10.4,0,126.60,12
72,RAIL,CHANDRAPURA(DVC),890.0,20,17.3,0,156.30,9
,TPS
73,RAIL,MAITHON RB TPP,1050.0,20,15.6,0,455.88,29
74,RAIL,KODARMA TPP,500.0,20,9.7,0,0.00,0,*,**,Less Receipt
ORISSA
75,PITHEAD,IB VALLEY TPS,420.0,15,8.6,0,116.59,13
76,PITHEAD,TALCHER (OLD) TPS,470.0,15,9.7,0,137.07,14
77,PITHEAD,TALCHER STPS,3000.0,15,60.7,0,68.53,1,*,**,Less import
78,RAIL,STERLITE TPP,2400.0,20,34.7,0,230.61,7
WEST BENGAL
79,RAIL,DURGAPUR TPS,340.0,20,5.1,0,142.06,28
80,RAIL,MEJIA TPS,2340.0,20,27.7,0,37.03,1,*,**,Less import
81,RAIL,BAKRESWAR TPS,1050.0,25,18.7,0,236.07,13
82,RAIL,BANDEL TPS,450.0,20,5.1,0,108.70,21
83,RAIL,D.P.L. TPS,630.0,25,7.7,0,65.49,9
84,RAIL,KOLAGHAT TPS,1260.0,25,20.8,0,270.06,13
COAL STOCKS POSITION AT VARIOUS THERMAL POWER STATIONS IN THE COUNTRY ( AS ON 05-Feb-2013 ),Page 3 of 3

 REGION/,MODE OF,NAME OF,CAPACITY,NORMAT DAILY,ACTUAL STOCK,CRITICAL,REASONS FOR
,STATE,TRANSPORT,THERMAL,(MW),IVE,LINKAGE,CRITICAL COAL
,POWER,STOCK,IN '000,IN,000 TONNES,IN,COAL STOCK,STOCK
,STATION,Reqd. TONNES,DAY
,(DAYS),S
,Indigenous,<7,< 4 DAYS
,Import,DAYS

85,RAIL,SAGARDIGHI TPS,600.0,20,8.6,0,39.42,5,*,Higher Generation
86,RAIL,SANTALDIH TPS,980.0,20,7.0,0,67.66,10
87,RAIL,BUDGE BUDGE TPS,750.0,20,11.4,0,265.27,23
88,RAIL,NEW COSSIPORE TPS,160.0,20,1.6,0,18.15,12
89,RAIL,SOUTHERN REPL. TPS,135.0,20,2.8,0,56.50,21
90,RAIL,TITAGARH TPS,240.0,20,4.6,0,49.38,11
91,PITHEAD,FARAKKA STPS,2100.0,15,38.1,0,26.42,1,*,**,Inadequate coal
,availability
92,RAIL,DURGAPUR STEEL,1000.0,20,17.3,0,37.21,2,*,**,Coal Sup.for U-2 yet to
,commen
TOTAL OF E.R.,25355.0,19,395.7,0,3059.86,8,7,6
ALL INDIA TOTAL,98608.0,22,1724,575,12997.3,8,33,19

(*) Critical i.e. stock less than 7 days in,33,TPSs,Includes super critical also
(**) Super Critical i.e. stock less than 4 days in,19,TPSs
,CENTRAL ELECTRICITY AUTHORITY
,OPERATION MONITORING DIVISION
,DAILY COAL REPORT
,COAL STOCKS POSITION AT VARIOUS THERMAL POWER STATIONS IN THE COUNTRY ( AS ON 06-Feb-2013 ),Page No. 1 of 2
REGION/,MODE OF,NAME OF THERMAL,CAPACITY,NORMATI,DAILY,ACTUAL STOCK,CRITICAL,REASONS FOR CRITICAL
 STATE,TRANSPORT,POWER STATION,(MW),VE,LINKAGE,COAL STOCK
,STOCK,IN '000
,Reqd.,IN,000 TONNES
,TONNES
,(DAYS),COAL STOCK
,Total,IN DAYS
,Indigenou,<7
,Import,< 4 DAYS
,s,DAYS

NORTHERN
DELHI
1,RAIL,RAJGHAT TPS,135,20,2.8,0,8.17,8.17,3,*,Coal Supp. regulated by TPS
2,RAIL,BADARPUR TPS,705,30,14.5,0,42.12,42.12,3,*,* Less Receipt-CCL
HARYANA
3,RAIL,PANIPAT TPS,1360,25,26,34,323.42,357.42,14
4,RAIL,YAMUNA NAGAR TPS,600,25,9.7,27,216.84,243.84,25
5,RAIL,INDIRA GANDHI STPP,1500,25,20.8,71,220.82,291.82,14
6,RAIL,MAHATMA GANDHI TPS,1320,25,22.9,30,74.97,104.97,5,*,Inadequate coal availability
7,RAIL,RAJIV GANDHI TPS,1200,25,22.6,16,130.87,146.87,7
PUNJAB
8,RAIL,GH TPS (LEH.MOH.),920,30,15.6,0,199.05,199.05,13
9,RAIL,ROPAR TPS,1260,25,23.5,0,224.65,224.65,10
10,RAIL,GND TPS(BHATINDA),440,30,6.3,0,45.9,45.9,7
RAJASTHAN
11,RAIL,KOTA TPS,1240,30,24.3,0,157.67,157.67,7
12,RAIL,SURATGARH TPS,1500,30,25.3,0,131.77,131.77,5,*,** Less import
13,RAIL,CHHABRA TPP,500,30,8.6,0,130.9,130.9,15
UTTAR PRADESH
14,PITHEAD,ANPARA TPS,1630,15,30.5,0,312.62,312.62,10
15,RAIL,HARDUAGANJ TPS,665,25,11,0,91.08,91.08,8
16,RAIL,OBRA TPS,1278,20,15.6,0,226.44,226.44,15
17,RAIL,PANKI TPS,210,30,3.5,0,97.62,97.62,28
18,RAIL,PARICHHA TPS,890,30,15.6,0,155.5,155.5,10
19,RAIL,DADRI (NCTPP),1820,30,31.9,0,30,30,1,*,** Higher Generation
20,PITHEAD,RIHAND STPS,2500,15,45.1,0,351.58,351.58,8
21,PITHEAD,SINGRAULI STPS,2000,15,38.1,0,456.5,456.5,12
22,RAIL,TANDA TPS,440,25,9,0,274.29,274.29,30
23,RAIL,UNCHAHAR TPS,1050,25,20.1,0,160.5,160.5,8
24,RAIL,ROSA TPP Ph-I,1200,25,20.8,50,107.7,157.7,8
25,PITHEAD,ANPARA C TPS,1200,25,19.4,0,7.16,7.16,0,*,** Inadequate coal availability
TOTAL OF N.R.,27563,24,483.5,230,4178.12,4408.12,9,6,4
WESTERN
CHHATTISGARH
26,RAIL,DSPM TPS,500,15,9.7,0,36.94,36.94,4,*,Less Receipt
27,PITHEAD,KORBA-II,440,15,9.4,0,266.91,266.91,29
28,PITHEAD,KORBA-WEST TPS,840,15,19.8,0,635.75,635.75,32
29,PITHEAD,KORBA STPS,2600,15,45.1,0,81.5,81.5,2,*,** Higher Generation
30,PITHEAD,SIPAT STPS,2980,20,41.6,0,48.32,48.32,1,*,** Coal Sup.for U-2 3 yet to
,commenced
31,RAIL,PATHADI TPP,600,15,9.7,0,167.3,167.3,17
32,RAIL,BHILAI TPS,500,25,8.6,1,91.54,92.54,11
GUJARAT
33,RAIL,GANDHI NAGAR TPS,870,30,16,15,219.73,234.73,15
34,RAIL,UKAI TPS,850,30,18,0,373.97,373.97,21
35,RAIL,SIKKA REP. TPS,240,30,18,0,62.74,62.74,3,*,** Coal Supp. regulated by TPS
36,RAIL,WANAKBORI TPS,1470,30,29.8,0,462.68,462.68,16
37,RAIL,SABARMATI (C STATION),400,30,29.8,0,75.86,75.86,3,*,** Less Receipt
MADHYA PRADESH
38,PITHEAD,AMARKANTAK EXT TPS,450,15,7,0,48.36,48.36,7
39,RAIL,SANJAY GANDHI TPS,1340,20,21.5,0,179.18,179.18,8
40,RAIL,SATPURA TPS,1080,20,22.9,0,113.42,113.42,5,*,Less import
41,PITHEAD,VINDHYACHAL STPS,3760,15,69.4,0,490.47,490.47,7
42,RAIL,BINA TPS,250,25,3.4,0,29.97,29.97,9
MAHARASHTRA

43,RAIL,BHUSAWAL TPS,1420,20,17.3,0,105.02,105.02,6,*,Less receipt - MCL
44,RAIL,CHANDRAPUR(MAHARASHT,2340,20,41.6,0,127.19,127.19,3,*,** Lees Receipt
,RA) STPS
45,RAIL,KHAPARKHEDA TPS,1340,25,25,1,19.99,20.99,1,*,** Less receipt - MCL
46,RAIL,KORADI TPS,1040,25,16.7,0,84.39,84.39,5,*,Less Receipt
47,RAIL,NASIK TPS,630,25,16,0,185.45,185.45,12
48,RAIL,PARLI TPS,1130,25,20.8,0,93.18,93.18,4,*,Less receipt - MCL
49,RAIL,PARAS TPS,500,25,8.6,0,40.74,40.74,5,*,Less receipt - MCL
50,RAIL,DAHANU TPS,500,25,9.4,7,11.8,18.8,2,*,** Higher Generation
51,RAIL,WARDHA WARORA TPP,540,20,8.3,16,15.15,31.15,4,*,Lees Receipt
52,RAIL,TIRORA TPS,660,20,10.4,129,0,129,12
TOTAL OF W.R.,29270,21,553.8,168,4067.55,4235.55,8,14,7
SOUTHERN
ANDHRA PRADESH
53,RAIL,Dr. N.TATA RAO TPS,1760,20,29.8,0,288.95,288.95,10
54,RAIL,KOTHAGUDEM TPS,1720,20,34.7,0,346.99,346.99,10
55,RAIL,RAYALASEEMA TPS,1050,25,17.3,0,88.74,88.74,5,*,Less Receipt
56,PITHEAD,RAMAGUNDEM STPS,2600,15,45.7,0,367.21,367.21,8
57,RAIL,SIMHADRI,2000,25,34,0,79.35,79.35,2,*,** Less receipt - MCL
58,PITHEAD,KAKATIYA TPS,500,25,7.9,0,75.47,75.47,10
KARNATAKA
59,RAIL,RAICHUR TPS,1720,30,27,47,103.35,150.35,6,*,Less Receipt
60,RAIL,BELLARY TPS,1000,30,13.9,0,38.2,38.2,3,*,** Less Receipt
TAMIL NADU
61,INTER MODAL,ENNORE TPS,450,30,6.8,0,36.2,36.2,5,*,Less receipt - MCL

62,INTER MODAL METTUR TPS,1440,30,19.1,84,60.41,144.41,8

63,INTER MODAL NORTH CHENNAI TPS,630,30,20.8,31,63.58,94.58,5,*,Less receipt - MCL

64,INTER MODAL TUTICORIN TPS,1050,30,20.1,28,151.17,9

65,RAIL,VALLUR TPP,500,30,14.2,0,114.19,114.19,8
TOTAL OF S.R.,16420,24,291.3,190,1813.81,2003.81,7,6,2
EASTERN
BIHAR
66,RAIL,BARAUNI TPS,210,20,0.7,0,9.19,9.19,13,Under Shutdown
67,RAIL,MUZAFFARPUR TPS,220,20,1.4,0,3.31,3.31,2,Under Shutdown
