,CENTRAL ELECTRICITY AUTHORITY
,OPERATION MONITORING DIVISION
,DAILY COAL REPORT
,COAL STOCKS POSITION AT VARIOUS THERMAL POWER STATIONS IN THE COUNTRY ( AS ON01-06-2009),Page 1 of 2
REGION/ MODE OF,NAME OF,CAPACITY NORMATI DAILY ACTUAL STOCK,CRITICAL REASONS FOR CRITICAL
 STATE TRANSPOR,THERMAL,(MW),VE,LINKA IN '000,IN,COAL STOCK,COAL STOCK
TOTAL OF E.R.,17800,18 270.7,2101,6 11,6
ALL INDIA TOTAL,70344.5,22 1114 10720,10 32,18
(*) Critical i.e. stock less than 7 days in,32,TPSs {Includes super critical also}
(**) Super Critical i.e. stock less than 4 days in,18,TPSs
,CENTRAL ELECTRICITY AUTHORITY
,OPERATION MONITORING DIVISION
,DAILY COAL REPORT
,COAL STOCKS POSITION AT VARIOUS THERMAL POWER STATIONS IN THE COUNTRY ( AS ON02-06-2009),Page 1 of,2
REGION/ MODE OF,NAME OF,CAPACITY NORMATI DAILY ACTUAL STOCK,CRITICAL REASONS FOR CRITICAL
 STATE TRANSPOR,THERMAL,(MW),VE,LINKA IN '000,IN,COAL STOCK,COAL STOCK
,T,POWER,STOCK,GE TONNES DAYS
,STATION,Reqd. IN '000,<7,<4
NORTHERN,(DAYS) TONN
DELHI
1,RAIL,I.P. T.P.S.,247.5,25,3.1,44,14
2,RAIL,RAJGHAT TPS,135,25,2.1,72,34
3,RAIL,BADARPUR TPS,705,30,13.4,75,6,*,Less Receipt - CCL
HARYANA
4,RAIL,FARIDABAD EXT.,110,25,1.9,20,11
5,RAIL,PANIPAT TPS,1360,25,24.2,127,5,*,inadiquate linkage
6,RAIL,YAMUNA NAGAR TPS,600,25,9.7,113,12
PUNJAB
7,RAIL,GH TPS (LEH.MOH.),920,30,14,55,4,*,less receipt -CCL
8,RAIL,GND TPS(BHATINDA),440,30,6.3,89,14
9,RAIL,ROPAR TPS,1260,30,20,134,7
RAJASTHAN
10,RAIL,KOTA TPS,1045,30,19.5,165,8
11,RAIL,SURATGARH TPS,1250,30,24.4,60,2,* **,Unloading Constraint
UTTAR PRADESH
12,PITHEAD,ANPARA TPS,1630,15,25.8,181,7
13,RAIL,HARDUAGANJ B,225,25,2.9,14,5,*,Inadequate linkage
14,RAIL,OBRA TPS,1362,20,14.5,142,10
15,RAIL,PANKI TPS,210,30,3.9,47,12
16,RAIL,PARICHHA TPS,640,30,11.3,4,0,* **,Less receipt-CCL BCCL
17,RAIL,DADRI (NCTPP),840,30,14.5,277,19
18,PITHEAD,RIHAND STPS,2000,15,34.5,595,17
19,PITHEAD,SINGRAULI STPS,2000,15,31,681,22
20,RAIL,TANDA TPS,440,25,8.1,188,23
21,RAIL,UNCHAHAR TPS,1050,25,19.4,201,10
TOTAL OF N.R.,18469.5,24 304.5,3284,8,6,2
WESTERN
CHHATTISGARH
22,RAIL,KORBA EAST V,500,15,8.7,77,9
23,PITHEAD,KORBA-II,440,15,7.7,85,11
24,PITHEAD,KORBA-WEST TPS,840,15,11.9,101,8
25,PITHEAD,KORBA STPS,2100,15,31,62,2,* **,Inadequate linkage
26,RAIL,SIPAT STPS,1000,20,15.2,74,5,*,Less Receipt - SECL
GUJARAT
27,RAIL,GANDHI NAGAR TPS,870,30,12.3,23,2,*,**,Less Receipt - SECL
28,RAIL,SIKKA REP. TPS,240,30,4.2,19,5,*,Less Receipt - SECL
29,RAIL,UKAI TPS,850,30,12.6,31,2,*,**,Less Receipt - SECL
30,RAIL,WANAKBORI TPS,1470,30,23.2,57,2,*,**,Inadequate linkage
31,RAIL,TORR POWER AEC,390,30,4.2,11,3,*,**,Inadequate linkage
MADHYA PRADESH
32,PITHEAD,AMAR KANTAK,450,15,5.7,37,6,*,Less Receipt
33,RAIL,SANJAY GANDHI TPS,1340,20,17.7,77,4,*,Inadequate linkage
34,RAIL,SATPURA TPS,1142.5,20,20.3,286,14
35,PITHEAD,VINDHYACHAL STPS,3260,15,50,745,15
MAHARASHTRA
36,RAIL,BHUSAWAL TPS,475,25,7.6,23,3,* **,Inadequate linkage
37,RAIL,CHANDRAPUR TPS,2340,20,34.5,237,7
38,RAIL,KHAPARKHEDA TPS-,840,20,14.4,19,1,* **,Less Receipt
39,RAIL,KORADI TPS,1040,25,17.9,20,1,* **,Less Receipt -SECL MCL

40,RAIL,NASIK TPS,880,25,14,124,9
41,RAIL,PARLI TPS,920,25,16.6,113,7
42,RAIL,PARAS TPS,305,20,5.7,12,2,* **,Less Receipt
,COAL STOCKS POSITION AT VARIOUS THERMAL POWER STATIONS IN THE COUNTRY ( AS ON 02-,Page 2 2
,06-2009)
REGION,MODE OF,NAME OF,CAPACITY NORMAT DAILY,ACTUAL,CRITICAL,of FOR
,REASONS
,/,TRANSPO,THERMAL,(MW),IVE,LINKA IN '000
,STOCKIN,COAL,CRITICAL COAL
 STATE,RT,POWER,STOCK,GE TONNE DAYS,STOCK
,<7,<4
,STATION,Reqd.,IN S
43,RAIL,DAHANU TPS,500,25,9.4,66,8
TOTAL OF W.R.,22192.5,21 344.8,2299,6 13,9
SOUTHERN
ANDHRA PRADESH
44,RAIL,Dr. N.TATA RAO TPS,1260,25,19.8,172,9
45,RAIL,KOTHAGUDEM TPS,1180,20,19.4,304,16
46,ROAD,RAMAGUNDEM - B,62.5,20,0.8,25,31
47,RAIL,RAYALASEEMA TPS,840,25,15.3,95,6,*,Less Receipt
48,PITHEAD,RAMAGUNDEM STPS,2600,15,37.9,521,14
49,RAIL,SIMHADRI,1000,25,18.7,182,10
KARNATAKA
50,RAIL,RAICHUR TPS,1470,30,28,359,13
,BELLARY TPS,500,22,7.7,231,30
TAMIL NADU
51,INTER,ENNORE TPS,450,30,7.4,101,14
,MODAL
52,INTER,METTUR TPS,840,30,13.6,267,20
53,INTER,NORTH CHENNAI TPS,630,30,10.8,187,17
54,INTER,TUTICORIN TPS,1050,30,16.9,446,26
TOTAL OF S.R.,11882.5,24 196.3,2890,9,1,0
EASTERN
BIHAR
55,RAIL,BARAUNI TPS,320,20,0.7,3,4,*,Inadequate linkage
56,RAIL,MUZAFFARPUR TPS,220,20,1,0,0,* **,Less Receipt
57,PITHEAD,KAHALGAON TPS,1840,15,34.7,135,4,*,Less Receipt - ECL
JHARKHAND
58,RAIL,PATRATU TPS,840,20,4.5,12,3,* **,Less Receipt
59,ROAD,TENUGHAT TPS,420,20,5.5,47,9
60,RAIL,BOKARO `B` TPS,630,20,8.6,292,34
61,RAIL,CHANDRAPURA TPS,750,20,5.7,240,42
ORISSA
62,PITHEAD IB VALLEY TPS,420,15,8.6,138,16
63,PITHEAD TALCHER (OLD) TPS,470,15,8.1,143,18
64,PITHEAD TALCHER STPS,3000,15,58.1,26,0,* **,Inadequate linkage
WEST BENGAL
65,RAIL,DURGAPUR TPS,340,20,5.2,111,21
66,RAIL,MEJIA TPS,1340,20,21.9,0,0,* **,Unloading Constraint
67,RAIL,BAKRESWAR TPS,840,25,11.3,57,5,*,Less receipt
68,RAIL,BANDEL TPS,450,20,5.2,9,2,* **,Inadequate linkage
69,RAIL,D.P.L. TPS,695,20,9.7,21,2,* **,Less receipt
70,RAIL,KOLAGHAT TPS,1260,25,19.2,103,5,*,Less receipt
71,RAIL,SAGARDIGHI TPS,600,20,7.1,140,20,Unloading Constraint
72,RAIL,SANTALDIH TPS,730,20,7.4,100,14
73,RAIL,BUDGE BUDGE TPS,500,20,7.1,123,17
74,RAIL,NEW COSSIPORE TPS,160,20,1.3,10,8
75,RAIL,SOUTHERN REPL. TPS,135,25,2.3,26,11
76,RAIL,TITAGARH TPS,240,20,3.6,17,5,*,Inadequate linkage
77,RAIL,FARAKKA STPS,1600,15,33.9,310,9
TOTAL OF E.R.,17800,18 270.7,2063,6 11,6
ALL INDIA TOTAL,70344.5,22 1114 10536,10 31,17
(*) Critical i.e. stock less than 7 days in,31,TPSs {Includes super critical also}
(**) Super Critical i.e. stock less than 4 days in,17,TPSs
,CENTRAL ELECTRICITY AUTHORITY
,OPERATION MONITORING DIVISION
,DAILY COAL REPORT
,Figures in 000 tonnes
COAL STOCKS POSITION AT VARIOUS THERMAL POWER STATIONS IN THE COUNTRY ( AS ON 03-Jun-2009 ),Page 1 of2

,REGION/,MODE OF,NAME OF,CAPACITY,NORMA,DAILY,ACTUAL STOCK,CRITICAL,REASONS FOR
,STATE,TRANSPORT,THERMAL,(MW),TIVE,LINKAGE,CRITICAL COAL
,POWER,STOCK,IN '000,IN,000,IN,COAL STOCK,STOCK
,STATION,Reqd.,TONNES,TONNES,DAYS
,(DAYS),<7,<4

NORTHERN
DELHI
1,RAIL,I.P. T.P.S.,247.5,25,3.2,44,14
2,RAIL,RAJGHAT TPS,135.0,25,2.2,72,33
3,RAIL,BADARPUR TPS,705.0,30,13.8,72,5,*,Less Receipt - CCL
HARYANA
4,RAIL,FARIDABAD EXT.,110.0,25,2.0,23,12
5,RAIL,PANIPAT TPS,1360.0,25,25.0,127,5,*,Inadequate linkage
6,RAIL,YAMUNA NAGAR TPS,600.0,25,10.0,109,11
PUNJAB
7,RAIL,GH TPS (LEH.MOH.),920.0,30,14.5,54,4,*,Less Receipt - CCL
8,RAIL,GND TPS(BHATINDA),440.0,30,6.5,91,14
9,RAIL,ROPAR TPS,1260.0,30,20.7,140,7
RAJASTHAN
10,RAIL,KOTA TPS,1045.0,30,20.2,160,8
11,RAIL,SURATGARH TPS,1250.0,30,25.2,56,2,*,** Unloading Constraint
UTTAR PRADESH
12,PITHEAD,ANPARA TPS,1630.0,15,26.7,176,7
13,RAIL,HARDUAGANJ B,225.0,25,3.0,15,5,*,Inadequate linkage
14,RAIL,OBRA TPS,1362.0,20,15.0,137,9
15,RAIL,PANKI TPS,210.0,30,4.0,49,12
16,RAIL,PARICHHA TPS,640.0,30,11.7,6,0,*,** Less receipt-CCL BCCL

17,RAIL,DADRI (NCTPP),840.0,30,15.0,264,18
18,PITHEAD,RIHAND STPS,2000.0,15,35.7,587,16
19,PITHEAD,SINGRAULI STPS,2000.0,15,32.0,682,21
20,RAIL,TANDA TPS,440.0,25,8.3,188,23
21,RAIL,UNCHAHAR TPS,1050.0,25,20.0,200,10
TOTAL OF N.R.,18469.5,24,314.7,3252,10,6,2
WESTERN
CHHATTISGARH
22,RAIL,KORBA EAST V,500.0,15,9.0,79,9
23,PITHEAD,KORBA-II,440.0,15,8.0,87,11
24,PITHEAD,KORBA-WEST TPS,840.0,15,12.3,103,8
25,PITHEAD,KORBA STPS,2100.0,15,32.0,58,2,*,** Inadequate linkage
26,RAIL,SIPAT STPS,1000.0,20,15.7,65,4,*,Less Receipt - SECL
GUJARAT
27,RAIL,GANDHI NAGAR TPS,870.0,30,12.7,17,1,*,** Less Receipt - SECL
28,RAIL,SIKKA REP. TPS,240.0,30,4.3,16,4,*,Less Receipt - SECL
29,RAIL,UKAI TPS,850.0,30,13.0,39,3,*,** Less Receipt - SECL
30,RAIL,WANAKBORI TPS,1470.0,30,24.0,55,2,*,** Inadequate linkage
31,RAIL,TORR POWER AEC,390.0,30,4.3,9,2,*,** Inadequate linkage
MADHYA PRADESH
32,PITHEAD,AMARKANTAK EXT TPS,450.0,15,5.8,32,6,*,Less Receipt
33,RAIL,SANJAY GANDHI TPS,1340.0,20,18.3,82,4,*,Inadequate linkage
34,RAIL,SATPURA TPS,1142.5,20,21.0,288,14
35,PITHEAD,VINDHYACHAL STPS,3260.0,15,51.7,747,14
MAHARASHTRA
36,RAIL,BHUSAWAL TPS,475.0,25,7.8,24,3,*,** Inadequate linkage
37,RAIL,CHANDRAPUR(MAHAR,2340.0,20,35.7,236,7
,ASHTRA) STPS
38,RAIL,KHAPARKHEDA TPS- II,840.0,20,14.8,19,1,*,** Less Receipt
39,RAIL,KORADI TPS,1040.0,25,18.5,18,1,*,** Less Receipt -
,SECL MCL
40,RAIL,NASIK TPS,880.0,25,14.5,118,8
41,RAIL,PARLI TPS,920.0,25,15.1,115,8
COAL STOCKS POSITION AT VARIOUS THERMAL POWER STATIONS IN THE COUNTRY ( AS ON 03-Jun-2009 ),Page 2 of2

 REGION/,MODE OF,NAME OF,CAPACITY,NORMA,DAILY,ACTUAL STOCK,CRITICAL,REASONS FOR
,STATE,TRANSPORT,THERMAL,(MW),TIVE,LINKAGE,CRITICAL COAL
,POWER,STOCK,IN '000,IN,000,IN,COAL STOCK,STOCK
,STATION,Reqd.,TONNES,TONNES,DAYS
,(DAYS),<7,<4

42,RAIL,PARAS TPS,305.0,20,5.8,13,2,*,** Less Receipt
43,RAIL,DAHANU TPS,500.0,25,9.7,65,7
TOTAL OF W.R.,22192.5,21,354.0,2288,6,13,9
SOUTHERN
ANDHRA PRADESH
44,RAIL,Dr. N.TATA RAO TPS,1260.0,25,20.5,172,8
45,RAIL,KOTHAGUDEM TPS,1180.0,20,20.0,304,15
46,ROAD,RAMAGUNDEM - B TPS,62.5,20,0.8,25,30
47,RAIL,RAYALASEEMA TPS,840.0,25,15.8,95,6,*,Less Receipt
48,PITHEAD,RAMAGUNDEM STPS,2600.0,15,39.2,524,13
49,RAIL,SIMHADRI,1000.0,25,19.3,186,10
KARNATAKA
50,RAIL,RAICHUR TPS,1470.0,30,29.0,349,12
51,RAIL,BELLARY TPS,500.0,22,8.0,228,29
TAMIL NADU
52,INTER MODAL,ENNORE TPS,450.0,30,7.7,103,13
53,INTER MODAL,METTUR TPS,840.0,30,14.1,267,19
54,INTER MODAL,NORTH CHENNAI TPS,630.0,30,10.4,179,17
55,INTER MODAL,TUTICORIN TPS,1050.0,30,17.4,457,26
TOTAL OF S.R.,11882.5,24,202.2,2887,14,1,0
EASTERN
BIHAR
56,RAIL,BARAUNI TPS,320.0,20,0.7,3,4,*,Inadequate linkage
57,RAIL,MUZAFFARPUR TPS,220.0,20,1.0,0,0,*,** Less Receipt
58,PITHEAD,KAHALGAON TPS,1840.0,15,35.8,140,4,*,Less Receipt - ECL
JHARKHAND
59,RAIL,PATRATU TPS,840.0,20,4.7,10,2,*,** Less Receipt
60,ROAD,TENUGHAT TPS,420.0,20,5.7,47,8
61,RAIL,BOKARO `B` TPS,630.0,20,8.8,297,34
62,RAIL,CHANDRAPURA(DVC),750.0,20,5.8,241,41
,TPS
ORISSA
63,PITHEAD,IB VALLEY TPS,420.0,15,8.8,140,16
64,PITHEAD,TALCHER (OLD) TPS,470.0,15,8.3,145,17
65,PITHEAD,TALCHER STPS,3000.0,15,60.0,15,0,*,** Inadequate linkage
WEST BENGAL
66,RAIL,DURGAPUR TPS,340.0,20,5.3,115,22
67,RAIL,MEJIA TPS,1340.0,20,22.7,0,0,*,** Inadequate linkage
68,RAIL,BAKRESWAR TPS,840.0,25,11.7,58,5,*,Less Receipt
69,RAIL,BANDEL TPS,450.0,20,5.3,7,1,*,** Inadequate linkage
70,RAIL,D.P.L. TPS,695.0,20,10.0,22,2,*,** Less Receipt
71,RAIL,KOLAGHAT TPS,1260.0,25,19.8,100,5,*,Less Receipt
72,RAIL,SAGARDIGHI TPS,600.0,20,7.3,137,19
73,RAIL,SANTALDIH TPS,730.0,20,7.7,102,13
74,RAIL,BUDGE BUDGE TPS,500.0,20,7.3,120,16
75,RAIL,NEW COSSIPORE TPS,160.0,20,1.3,12,9
76,RAIL,SOUTHERN REPL. TPS,135.0,25,2.3,27,12
77,RAIL,TITAGARH TPS,240.0,20,3.7,14,4,*,Inadequate linkage
78,RAIL,FARAKKA STPS,1600.0,15,35.0,307,9
TOTAL OF E.R.,17800.0,18,279.0,2060,7,11,6
ALL INDIA TOTAL,70344.5,22,1150,10486,9,31,17

(*) Critical i.e. stock less than 7 days in,31,TPSs,{Includes super critical also}
(**) Super Critical i.e. stock less than 4 days in,17,TPSs
,CENTRAL ELECTRICITY AUTHORITY
,OPERATION MONITORING DIVISION
,DAILY COAL REPORT
,Figures in 000 tonnes
COAL STOCKS POSITION AT VARIOUS THERMAL POWER STATIONS IN THE COUNTRY ( AS ON 04-Jun-2009 ),Page 1 of2

,REGION/,MODE OF,NAME OF,CAPACITY,NORMA,DAILY,ACTUAL STOCK,CRITICAL,REASONS FOR
,STATE,TRANSPORT,THERMAL,(MW),TIVE,LINKAGE,CRITICAL COAL
,POWER,STOCK,IN '000,IN,000,IN,COAL STOCK,STOCK
,STATION,Reqd.,TONNES,TONNES,DAYS
,(DAYS),<7,<4

NORTHERN
DELHI
1,RAIL,I.P. T.P.S.,247.5,25,3.2,44,14
2,RAIL,RAJGHAT TPS,135.0,25,2.2,71,33
3,RAIL,BADARPUR TPS,705.0,30,13.8,81,6,*,Less Receipt - CCL
HARYANA
4,RAIL,FARIDABAD EXT.,110.0,25,2.0,21,11
5,RAIL,PANIPAT TPS,1360.0,25,25.0,125,5,*,Inadequate linkage
6,RAIL,YAMUNA NAGAR TPS,600.0,25,10.0,108,11
PUNJAB
7,RAIL,GH TPS (LEH.MOH.),920.0,30,14.5,56,4,*,Less Receipt - CCL
8,RAIL,GND TPS(BHATINDA),440.0,30,6.5,88,14
9,RAIL,ROPAR TPS,1260.0,30,20.7,140,7
RAJASTHAN
10,RAIL,KOTA TPS,1045.0,30,20.2,156,8
11,RAIL,SURATGARH TPS,1250.0,30,25.2,70,3,*,** Unloading Constraint
UTTAR PRADESH
12,PITHEAD,ANPARA TPS,1630.0,15,26.7,172,6,*,Inadequate linkage
13,RAIL,HARDUAGANJ B,225.0,25,3.0,16,5,*,Inadequate linkage
14,RAIL,OBRA TPS,1362.0,20,15.0,132,9
15,RAIL,PANKI TPS,210.0,30,4.0,46,12
16,RAIL,PARICHHA TPS,640.0,30,11.7,6,1,*,** Less receipt-CCL BCCL

17,RAIL,DADRI (NCTPP),840.0,30,15.0,258,17
18,PITHEAD,RIHAND STPS,2000.0,15,35.7,583,16
19,PITHEAD,SINGRAULI STPS,2000.0,15,32.0,682,21
20,RAIL,TANDA TPS,440.0,25,8.3,180,22
21,RAIL,UNCHAHAR TPS,1050.0,25,20.0,199,10
TOTAL OF N.R.,18469.5,24,314.7,3235,10,7,2
WESTERN
CHHATTISGARH
22,RAIL,KORBA EAST V,500.0,15,9.0,77,9
23,PITHEAD,KORBA-II,440.0,15,8.0,89,11
24,PITHEAD,KORBA-WEST TPS,840.0,15,12.3,110,9
25,PITHEAD,KORBA STPS,2100.0,15,32.0,59,2,*,** Inadequate linkage
26,RAIL,SIPAT STPS,1000.0,20,15.7,60,4,*,Less Receipt - SECL
GUJARAT
27,RAIL,GANDHI NAGAR TPS,870.0,30,12.7,24,2,*,** Less Receipt - SECL
28,RAIL,SIKKA REP. TPS,240.0,30,4.3,12,3,*,** Less Receipt - SECL
29,RAIL,UKAI TPS,850.0,30,13.0,40,3,*,** Less Receipt - SECL
30,RAIL,WANAKBORI TPS,1470.0,30,24.0,63,3,*,** Inadequate linkage
31,RAIL,TORR POWER AEC,390.0,30,4.3,6,1,*,** Inadequate linkage
MADHYA PRADESH
32,PITHEAD,AMARKANTAK EXT TPS,450.0,15,5.8,32,6,*,Less Receipt
33,RAIL,SANJAY GANDHI TPS,1340.0,20,18.3,82,4,*,Inadequate linkage
34,RAIL,SATPURA TPS,1142.5,20,21.0,288,14
35,PITHEAD,VINDHYACHAL STPS,3260.0,15,51.7,749,15
MAHARASHTRA
36,RAIL,BHUSAWAL TPS,475.0,25,7.8,33,4,*,Inadequate linkage
37,RAIL,CHANDRAPUR(MAHAR,2340.0,20,35.7,248,7
,ASHTRA) STPS
38,RAIL,KHAPARKHEDA TPS- II,840.0,20,14.8,19,1,*,** Less Receipt
39,RAIL,KORADI TPS,1040.0,25,18.5,22,1,*,** Less Receipt -
,SECL MCL
40,RAIL,NASIK TPS,880.0,25,14.5,119,8
41,RAIL,PARLI TPS,920.0,25,15.1,114,8
COAL STOCKS POSITION AT VARIOUS THERMAL POWER STATIONS IN THE COUNTRY ( AS ON 04-Jun-2009 ),Page 2 of2

 REGION/,MODE OF,NAME OF,CAPACITY,NORMA,DAILY,ACTUAL STOCK,CRITICAL,REASONS FOR
,STATE,TRANSPORT,THERMAL,(MW),TIVE,LINKAGE,CRITICAL COAL
,POWER,STOCK,IN '000,IN,000,IN,COAL STOCK,STOCK
,STATION,Reqd.,TONNES,TONNES,DAYS
,(DAYS),<7,<4

42,RAIL,PARAS TPS,305.0,20,5.8,15,3,*,** Less Receipt
43,RAIL,DAHANU TPS,500.0,25,9.7,56,6,*,Less Receipt - SECL
TOTAL OF W.R.,22192.5,21,354.0,2318,7,14,9
SOUTHERN
ANDHRA PRADESH
44,RAIL,Dr. N.TATA RAO TPS,1260.0,25,20.5,179,9
45,RAIL,KOTHAGUDEM TPS,1180.0,20,20.0,322,16
46,ROAD,RAMAGUNDEM - B TPS,62.5,20,0.8,25,30
