"IDAMALAYAR","KERALA",169,554.46,147.61,484.28,145.6,477.69,114.99,377.26,380,254.45,115.35,1017.8,0.83,466.01,0.38,0.96
,,,,,,,,,,,,,,,,,
"IDUKKI","KERALA",732.35,2402.72,714.94,2345.6,714.25,2343.34,694.94,2279.99,2398,2146.32,909.68,1459.5,1.18,618.58,0.5,0
,,,,,,,,,,,,,,,,,
"KUNDAH GROUP","TAMIL NADU",0,0,1315,1270,879,346.5,0.28,5.08,,,,,,,,
,,,,,,,,,,,,,,,,,
"PERIYAR","TAMIL NADU",46.33,152,38.92,127.69,33.22,108.99,33.53,110.01,409,216,76.14,273.51,0.22,93.11,0.08,0
,,,,,,,,,,,,,,,,,
"METTURE","TAMIL NADU",240.79,789.99,233.45,765.91,228.17,748.59,211.23,693.01,790,204,110.74,2504.7,2.03,1548.58,1.26,4.89
,,,,,,,,,,,,,,,,,
"RENGALI","ORISSA",123.44,404.99,113.19,371.36,118.45,388.62,109.72,359.97,525,275,29.07,3167.81,2.57,423.81,0.34,0
,,,,,,,,,,,,,,,,,
"BALIMELA","ORISSA",462.08,1516.01,449.18,1473.7,451.84,1482.41,438.91,1439.99,1183,897.75,288.04,2675.96,2.17,858.58,0.7,0
,,,,,,,,,,,,,,,,,
"INDRAVATI","ORISSA",641.84,2105.77,630.73,2069.32,633.59,2078.71,625,2050.52,1962,1213.13,164.22,1485.5,1.2,407.88,0.33,2.25
,,,,,,,,,,,,,,,,,
"HIRAKUD","ORISSA",192.02,629.99,186.55,612.04,187.45,614.99,179.83,589.99,1174,372.28,125.99,4709.43,3.82,1802.16,1.46,0
,"DAILY REPORT OF HYDRO RESERVOIRS FOR","01-Apr-2008",2,,,,,,,,,,,,,,
,"FULL","PRESENT","RESERVIOR","MIN. DRAW","ANNUAL","ENERGY ENERGY","EFF.","EFF. CAP","COMMULATIVE",,,,,,,,
,"RESERVOIR","RESERVOIR","LEVEL ON","DOWN","DESIGN","CONTANT CONTANT","CAP.","AT","ENERGY",,,,,,,,
,"LEVEL","LEVEL","THE SAME","LEVEL","POTEN-","AT","AT","AT","PRESENT","GEN. FROM",,,,,,,
,"RESERVOIR","STATE",,,,,,,,,,,,,,,
,"DAY LAST","TIAL","F.R.L. PRESENT","F.R.L.","LEVEL","1ST. OF",,,,,,,,,,,
,"YEAR","LEVEL","THE MONTH",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,"M","FT","M","FT","M","FT","M","FT","MU","MU","MU","MCM","MAFT","MCM","MAFT",,
"UPPER KOLAB","ORISSA",857.78,2814.24,849.85,2788.22,851.37,2793.21,843.78,2768.31,832,540,142.71,935,0.76,285.84,0.23,0
,,,,,,,,,,,,,,,,,
"LOKTAK","MANIPUR",768.5,2521.33,767.88,2519.29,767.4,2517.72,766.01,2513.16,450,250,102.33,0,0,0,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"** BHAKRA - POTENTIAL OF 5282 MU INCLUDES THOSE OF GANGWAL AND KOTLA STATIONS AND CORRESPONDS TO A DRY YEAR. THE POTENTIAL FOR A DEPENDABLE YEAR IS 6057 MU.",,,,,,,,,,,,,,,,,
"*** INCLUDES GANGUWAL & KOTLA.",,,,,,,,,,,,,,,,,
"$ UKAI - THE POTENTIAL FOR DEPENDABLE YEAR DURING THE INITIAL YEAR IS 1080 MU AND WOULD REDUCE TO 605 MU AS AND WHEN UPSTREAM IRRIGATION DEVELOPS.",,,,,,,,,,,,,,,,,
"$$ ENERGY CONTENT AT GANDHI SAGAR INCLUDES FOR GENERATION AT R.P.SAGAR AND JAWAHAR SAGAR.",,,,,,,,,,,,,,,,,
"@ KOYNA - POTENTIAL OF 3523 MU IS CORRESPONDING TO 87 TMC OF WATER AVAILABLE FOR POWER GENERATION AS PER KRISHNA WATER DISPUTE TRIBUNAL AWARD FOR KOYNA I","II","III & IV.",,,,,,,,,,,,,,,
"* RANJIT SAGAR - ENERGY CONTENT AT F.R.L. WORKED OUT CONSIDERING NIL INFLOW IN THE RESERVIOR.",,,,,,,,,,,,,,,,,
,"DAILY REPORT OF HYDRO RESERVOIRS FOR","02-Apr-2008",1,,,,,,,,,,,,,,
,"FULL","PRESENT","RESERVIOR","MIN. DRAW","ANNUAL","ENERGY ENERGY","EFF.","EFF. CAP","COMMULATIVE",,,,,,,,
,"RESERVOIR","RESERVOIR","LEVEL ON","DOWN","DESIGN","CONTANT CONTANT","CAP.","AT","ENERGY",,,,,,,,
,"LEVEL","LEVEL","THE SAME","LEVEL","POTEN-","AT","AT","AT","PRESENT","GEN. FROM",,,,,,,
,"RESERVOIR","STATE",,,,,,,,,,,,,,,
,"DAY LAST","TIAL","F.R.L. PRESENT","F.R.L.","LEVEL","1ST. OF",,,,,,,,,,,
,"YEAR","LEVEL","THE MONTH",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,"M","FT","M","FT","M","FT","M","FT","MU","MU","MU","MCM","MAFT","MCM","MAFT",,
"PONG","PUNJAB",426.72,1400,393.6,1291.33,411.1,1348.75,384.05,1260.01,1123,1084,93.75,6946,5.63,781.04,0.63,0
,,,,,,,,,,,,,,,,,
"BHAKRA","PUNJAB",513.59,1685.01,462.93,1518.79,484.39,1589.21,445.62,1462.01,5282,1728.8,170.39,6516.07,5.28,811.35,0.66,1.02
,,,,,,,,,,,,,,,,,
"RANJIT SAGAR","PUNJAB",527.91,1731.99,496.49,1628.9,512.15,1680.28,487.91,1600.75,1507,390.3,67.65,7199.17,5.84,330.75,0.27,0
,,,,,,,,,,,,,,,,,
"R.P. SAGAR","RAJASTHAN",352.81,1157.51,351.2,1152.22,352.4,1156.17,343.81,1127.99,459,175.66,134.95,1568.98,1.27,1256.1,1.02,0
,,,,,,,,,,,,,,,,,
"RIHAND","UTTAR PRADESH",268.22,879.99,256.09,840.2,256.19,840.52,252.98,829.99,920,860.5,120,5845.5,4.74,875.53,0.71,0
,,,,,,,,,,,,,,,,,
"TEHRI","UTTARAKHAND",829.79,2722.41,757.4,2484.91,744.15,2441.44,740.04,2427.95,309,1291.49,124.49,2615,2.12,334.15,0.27,2.33
,,,,,,,,,,,,,,,,,
"RAM GANGA","UTTARAKHAND",366,1200.79,343.68,1127.56,334.92,1098.82,323,1059.71,164,480.8,134.84,2109.25,1.71,773.82,0.63,0
,,,,,,,,,,,,,,,,,
"SARDAR SAROVAR","GUJARAT",138.68,454.99,119.44,391.86,117.12,384.25,110.84,363.65,5469,1817.55,295.67,5760,4.67,1138.07,0.92,0
,,,,,,,,,,,,,,,,,
"UKAI","GUJARAT",105.16,345.01,97.87,321.11,97.7,320.54,82.3,270.01,1080,813.08,394.02,6619.15,5.37,3629.04,2.94,0.73
,,,,,,,,,,,,,,,,,
"INDIRA SAGAR","MADHYA PRADESH",262.14,860.04,247.87,813.22,248.43,815.06,243.24,798.03,2628,1316.12,157.82,9706,7.87,1256.73,1.02,0
,,,,,,,,,,,,,,,,,
"GANDHI SAGAR","MADHYA PRADESH",399.9,1312.01,387.1,1270.02,392.67,1288.29,381,1250,420.48,725,108.14,6911.19,5.6,1235.21,1,0
,,,,,,,,,,,,,,,,,
"KOYNA","MAHARASHTRA",657.91,2158.5,646.48,2121,642.54,2108.07,609.6,2000,3130,3126.1,1878.5,2677.14,2.17,1593,1.29,0
,,,,,,,,,,,,,,,,,
"BHIRA","MAHARASHTRA",606.03,1988.29,598.06,1962.14,595.84,1954.86,590.09,1935.99,790,618.8,271.68,522.76,0.42,229.52,0.19,0
,,,,,,,,,,,,,,,,,
"NAGARJUN SAGAR","ANDHRA PRADESH",179.83,589.99,156.97,514.99,160.17,525.49,150.88,495.01,2237,1398.13,200.85,6537.8,5.3,1093.31,0.89,0
,,,,,,,,,,,,,,,,,
"SRISAILAM","ANDHRA PRADESH",269.75,885.01,262.59,861.52,252.98,829.99,243.84,800,4300,1391.84,715.72,7105.96,5.76,3684.95,2.99,0
,,,,,,,,,,,,,,,,,
"MACHKUND","ANDHRA PRADESH",838.2,2750,836.51,2744.46,830.82,2725.79,513.59,1685.01,670,551.6,467.98,892.55,0.72,757.23,0.61,0
,,,,,,,,,,,,,,,,,
"ALMATTI","KARNATAKA",519.62,1704.79,508.78,1669.23,508.75,1669.13,505.97,1660.01,483,175.35,7.63,2631.5,2.13,141.74,0.11,0
,,,,,,,,,,,,,,,,,
"KALINDI SUPA","KARNATAKA",563.88,1850,538.87,1767.95,539.37,1769.59,513.52,1684.78,542,2885,"1014.22 133260.00",108.04,46650.65,37.82,2.52,
,,,,,,,,,,,,,,,,,
"SHARAVATHY","KARNATAKA",554.43,1819,543.7,1783.79,542.45,1779.69,522.73,1714.99,5564,4557.03,1840.03,4297.08,3.48,1735.07,1.41,0
,,,,,,,,,,,,,,,,,
"SABRIGRI","KERALA",981.46,3220.01,966.6,3171.26,960.61,3151.61,908.3,2979.99,1338,764,404.56,446.26,0.36,251.34,0.2,0
,,,,,,,,,,,,,,,,,
"MADUPATTY","KERALA",1599.38,5247.31,1593.1,5226.71,1587.7,5208.99,1554.48,5100,6.4,77.4,54.2,55.32,0.04,38.44,0.03,0
,,,,,,,,,,,,,,,,,
"IDUKKI","KERALA",732.35,2402.72,714.76,2345.01,714.14,2342.98,694.94,2279.99,2398,2146.32,899.08,1459.5,1.18,611.38,0.5,0
,,,,,,,,,,,,,,,,,
"IDAMALAYAR","KERALA",169,554.46,147.36,483.46,145.48,477.3,114.99,377.26,380,254.45,114.1,1017.8,0.83,460.38,0.37,1.69
,,,,,,,,,,,,,,,,,
"METTURE","TAMIL NADU",240.79,789.99,233.56,766.27,228.14,748.49,211.23,693.01,790,204,112.09,2504.7,2.03,1560.24,1.26,9.89
,,,,,,,,,,,,,,,,,
"KUNDAH GROUP","TAMIL NADU",0,0,1315,1270,871,346.5,0.28,10.15,,,,,,,,
,,,,,,,,,,,,,,,,,
"PERIYAR","TAMIL NADU",46.33,152,39.17,128.51,33.19,108.89,33.53,110.01,409,216,81.06,273.51,0.22,98.12,0.08,0
,,,,,,,,,,,,,,,,,
"BALIMELA","ORISSA",462.08,1516.01,449.06,1473.3,451.19,1480.28,438.91,1439.99,1183,897.75,283.86,2675.96,2.17,846.12,0.69,0
,,,,,,,,,,,,,,,,,
"INDRAVATI","ORISSA",641.84,2105.77,630.66,2069.09,633.52,2078.48,625,2050.52,1962,1213.13,162.27,1485.5,1.2,402.11,0.33,3.4
,,,,,,,,,,,,,,,,,
"HIRAKUD","ORISSA",192.02,629.99,186.52,611.93,187.43,614.93,179.83,589.99,1174,372.28,124.85,4709.43,3.82,1788.63,1.45,0
,,,,,,,,,,,,,,,,,
"UPPER KOLAB","ORISSA",857.78,2814.24,849.79,2788.02,851.18,2792.59,843.78,2768.31,832,540,140.3,935,0.76,281.96,0.23,0
,"DAILY REPORT OF HYDRO RESERVOIRS FOR","02-Apr-2008",2,,,,,,,,,,,,,,
,"FULL","PRESENT","RESERVIOR","MIN. DRAW","ANNUAL","ENERGY ENERGY","EFF.","EFF. CAP","COMMULATIVE",,,,,,,,
,"RESERVOIR","RESERVOIR","LEVEL ON","DOWN","DESIGN","CONTANT CONTANT","CAP.","AT","ENERGY",,,,,,,,
,"LEVEL","LEVEL","THE SAME","LEVEL","POTEN-","AT","AT","AT","PRESENT","GEN. FROM",,,,,,,
,"RESERVOIR","STATE",,,,,,,,,,,,,,,
,"DAY LAST","TIAL","F.R.L. PRESENT","F.R.L.","LEVEL","1ST. OF",,,,,,,,,,,
,"YEAR","LEVEL","THE MONTH",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,"M","FT","M","FT","M","FT","M","FT","MU","MU","MU","MCM","MAFT","MCM","MAFT",,
"RENGALI","ORISSA",123.44,404.99,113.16,371.26,118.44,388.58,109.72,359.97,525,275,28.78,3167.81,2.57,418.83,0.34,0
,,,,,,,,,,,,,,,,,
"LOKTAK","MANIPUR",768.5,2521.33,0,0,767.37,2517.62,766.01,2513.16,450,250,0,0,0,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"** BHAKRA - POTENTIAL OF 5282 MU INCLUDES THOSE OF GANGWAL AND KOTLA STATIONS AND CORRESPONDS TO A DRY YEAR. THE POTENTIAL FOR A DEPENDABLE YEAR IS 6057 MU.",,,,,,,,,,,,,,,,,
"*** INCLUDES GANGUWAL & KOTLA.",,,,,,,,,,,,,,,,,
"$ UKAI - THE POTENTIAL FOR DEPENDABLE YEAR DURING THE INITIAL YEAR IS 1080 MU AND WOULD REDUCE TO 605 MU AS AND WHEN UPSTREAM IRRIGATION DEVELOPS.",,,,,,,,,,,,,,,,,
"$$ ENERGY CONTENT AT GANDHI SAGAR INCLUDES FOR GENERATION AT R.P.SAGAR AND JAWAHAR SAGAR.",,,,,,,,,,,,,,,,,
"@ KOYNA - POTENTIAL OF 3523 MU IS CORRESPONDING TO 87 TMC OF WATER AVAILABLE FOR POWER GENERATION AS PER KRISHNA WATER DISPUTE TRIBUNAL AWARD FOR KOYNA I","II","III & IV.",,,,,,,,,,,,,,,
"* RANJIT SAGAR - ENERGY CONTENT AT F.R.L. WORKED OUT CONSIDERING NIL INFLOW IN THE RESERVIOR.",,,,,,,,,,,,,,,,,
,"DAILY REPORT OF HYDRO RESERVOIRS FOR","03-Apr-2008",1,,,,,,,,,,,,,,
,"FULL","PRESENT","RESERVIOR","MIN. DRAW","ANNUAL","ENERGY ENERGY","EFF.","EFF. CAP","COMMULATIVE",,,,,,,,
,"RESERVOIR","RESERVOIR","LEVEL ON","DOWN","DESIGN","CONTANT CONTANT","CAP.","AT","ENERGY",,,,,,,,
,"RESERVOIR","STATE","LEVEL","LEVEL","THE SAME","LEVEL","POTEN-","AT","AT","AT","PRESENT","GEN. FROM",,,,,
,"DAY LAST","TIAL","F.R.L. PRESENT","F.R.L.","LEVEL","1ST. OF",,,,,,,,,,,
,"YEAR","LEVEL","THE MONTH",,,,,,,,,,,,,,
,"M","FT","M","FT","M","FT","M","FT","MU","MU","MU","MCM","MAFT","MCM","MAFT",,
"BHAKRA","PUNJAB",513.59,1685.01,462.56,1517.57,484.22,1588.65,445.62,1462.01,5282,1728.8,166.15,6516.07,5.28,792.48,0.64,27.54
,,,,,,,,,,,,,,,,,
"PONG","PUNJAB",426.72,1400,393.58,1291.27,411.16,1348.95,384.05,1260.01,1123,1084,93.51,6946,5.63,779.06,0.63,2.17
,,,,,,,,,,,,,,,,,
"RANJIT SAGAR","PUNJAB",527.91,1731.99,496.55,1629.1,512.28,1680.71,487.91,1600.75,1507,390.3,68.22,7199.17,5.84,333.04,0.27,4.95
,,,,,,,,,,,,,,,,,
"R.P. SAGAR","RAJASTHAN",352.81,1157.51,351.18,1152.16,352.39,1156.14,343.81,1127.99,459,175.66,134.56,1568.98,1.27,1252.62,1.02,2.53
,,,,,,,,,,,,,,,,,
"RIHAND","UTTAR PRADESH",268.22,879.99,256.09,840.2,256.19,840.52,252.98,829.99,920,860.5,120,5845.5,4.74,875.53,0.71,0
,,,,,,,,,,,,,,,,,
"RAM GANGA","UTTARAKHAND",366,1200.79,343.68,1127.56,334.93,1098.85,323,1059.71,164,480.8,134.84,2109.25,1.71,773.82,0.63,7.03
,,,,,,,,,,,,,,,,,
"TEHRI","UTTARAKHAND",829.79,2722.41,757.4,"2484.91 744.15 31",2441.44,740.04,2427.95,309,1291.49,124.49,2615,2.12,334.15,0.27,13.51,
,"-MAR-07",,,,,,,,,,,,,,,,
"SARDAR SAROVAR","GUJARAT",138.68,454.99,119.42,391.8,117.07,384.09,110.84,363.65,5469,1817.55,294.83,5760,4.67,1135.2,0.92,8.3
,,,,,,,,,,,,,,,,,
"UKAI","GUJARAT",105.16,345.01,97.84,320.99,97.66,320.41,82.3,270.01,1080,813.08,392.75,6619.15,5.37,3615.44,2.93,4.85
,,,,,,,,,,,,,,,,,
"GANDHI SAGAR","MADHYA PRADESH",399.9,1312.01,387.07,1269.92,392.65,1288.22,381,1250,420.48,725,107.44,6911.19,5.6,1227.07,0.99,1.17
,,,,,,,,,,,,,,,,,
"INDIRA SAGAR","MADHYA PRADESH",262.14,860.04,247.84,813.12,248.36,814.83,243.24,798.03,2628,1316.12,156.59,9706,7.87,1249.53,1.01,5.98
,,,,,,,,,,,,,,,,,
"BHIRA","MAHARASHTRA",606.03,1988.29,598.01,1961.98,595.77,1954.63,590.09,1935.99,790,618.8,269.66,522.76,0.42,227.81,0.18,4.28
,,,,,,,,,,,,,,,,,
"KOYNA","MAHARASHTRA",657.91,2158.5,646.48,2121,642.56,2108.14,609.6,2000,3130,3126.1,1878.5,2677.14,2.17,1593,1.29,13.4
,,,,,,,,,,,,,,,,,
"MACHKUND","ANDHRA PRADESH",838.2,2750,836.49,2744.39,830.76,2725.59,513.59,1685.01,670,551.6,467,892.55,0.72,755.65,0.61,3.96
,,,,,,,,,,,,,,,,,
"NAGARJUN SAGAR","ANDHRA PRADESH",179.83,589.99,156.91,514.8,159.99,524.9,150.88,495.01,2237,1398.13,198.69,6537.8,5.3,1081.73,0.88,0
,,,,,,,,,,,,,,,,,
"SRISAILAM","ANDHRA PRADESH",269.75,885.01,262.49,861.19,252.8,829.4,243.84,800,4300,1391.84,708.51,7105.96,5.76,3647.8,2.96,14.52
,,,,,,,,,,,,,,,,,
"ALMATTI","KARNATAKA",519.62,1704.79,508.78,1669.23,508.75,1669.13,505.97,1660.01,483,175.35,7.63,2631.5,2.13,141.74,0.11,0
,,,,,,,,,,,,,,,,,
"KALINDI SUPA","KARNATAKA",563.88,1850,538.75,1767.55,539.14,1768.83,513.52,1684.78,542,2885,"1007.50 133260.00",108.04,46345.3,37.57,4.04,
,,,,,,,,,,,,,,,,,
"SHARAVATHY","KARNATAKA",554.43,1819,543.6,1783.46,542.3,1779.2,522.73,1714.99,5564,4557.03,1822.61,4297.08,3.48,1718.65,1.39,47.6
,,,,,,,,,,,,,,,,,
"IDAMALAYAR","KERALA",169,554.46,147.22,483.01,145.34,476.84,114.99,377.26,380,254.45,113.4,1017.8,0.83,457.22,0.37,2.9
,,,,,,,,,,,,,,,,,
"IDUKKI","KERALA",732.35,2402.72,714.67,2344.72,713.94,2342.32,694.94,2279.99,2398,2146.32,893.79,1459.5,1.18,607.78,0.49,27.17
,,,,,,,,,,,,,,,,,
"MADUPATTY","KERALA",1599.38,5247.31,1593,5226.38,1587.45,5208.17,1554.48,5100,6.4,77.4,53.85,55.32,0.04,38.19,0.03,0
,,,,,,,,,,,,,,,,,
"SABRIGRI","KERALA",981.46,3220.01,966.51,3170.96,960.3,3150.59,908.3,2979.99,1338,764,403.07,446.26,0.36,250.45,0.2,14.97
,,,,,,,,,,,,,,,,,
"KUNDAH GROUP","TAMIL NADU",2837.93,1315,1270,865,346.5,0.28,30.4,,,,,,,,,
,,,,,,,,,,,,,,,,,
"METTURE","TAMIL NADU",240.79,789.99,233.61,766.44,228.1,748.36,211.23,693.01,790,204,112.75,2504.7,2.03,1566.01,1.27,59.37
,,,,,,,,,,,,,,,,,
"PERIYAR","TAMIL NADU",46.33,152,39.32,129,33.19,108.89,33.53,110.01,409,216,84.01,273.51,0.22,101.14,0.08,0
,"DAILY REPORT OF HYDRO RESERVOIRS FOR","03-Apr-2008",2,,,,,,,,,,,,,,
,"FULL","PRESENT","RESERVIOR","MIN. DRAW","ANNUAL","ENERGY ENERGY","EFF.","EFF. CAP","COMMULATIVE",,,,,,,,
,"RESERVOIR","RESERVOIR","LEVEL ON","DOWN","DESIGN","CONTANT CONTANT","CAP.","AT","ENERGY",,,,,,,,
,"RESERVOIR","STATE","LEVEL","LEVEL","THE SAME","LEVEL","POTEN-","AT","AT","AT","PRESENT","GEN. FROM",,,,,
,"DAY LAST","TIAL","F.R.L. PRESENT","F.R.L.","LEVEL","1ST. OF",,,,,,,,,,,
,"YEAR","LEVEL","THE MONTH",,,,,,,,,,,,,,
,"M","FT","M","FT","M","FT","M","FT","MU","MU","MU","MCM","MAFT","MCM","MAFT",,
"BALIMELA","ORISSA",462.08,1516.01,448.94,1472.9,451.57,1481.53,438.91,1439.99,1183,897.75,279.68,2675.96,2.17,833.66,0.68,10.27
,,,,,,,,,,,,,,,,,
"HIRAKUD","ORISSA",192.02,629.99,186.48,611.81,187.42,614.9,179.83,589.99,1174,372.28,123.56,4709.43,3.82,1773.98,1.44,2.87
,,,,,,,,,,,,,,,,,
"INDRAVATI","ORISSA",641.84,2105.77,630.6,2068.9,633.47,2078.31,625,2050.52,1962,1213.13,160.6,1485.5,1.2,397.19,0.32,16.06
,,,,,,,,,,,,,,,,,
"RENGALI","ORISSA",123.44,404.99,113.14,371.19,118.39,388.42,109.72,359.97,525,275,28.58,3167.81,2.57,415.48,0.34,1.92
,,,,,,,,,,,,,,,,,
"UPPER KOLAB","ORISSA",857.78,2814.24,849.75,2787.89,851.14,2792.45,843.78,2768.31,832,540,138.85,935,0.76,279.61,0.23,5.92
,,,,,,,,,,,,,,,,,
"LOKTAK","MANIPUR",768.5,2521.33,767.88,2519.29,767.35,2517.55,766.01,2513.16,450,250,102.33,0,0,2.27,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"** BHAKRA - POTENTIAL OF 5282 MU INCLUDES THOSE OF GANGWAL AND KOTLA STATIONS AND CORRESPONDS TO A DRY YEAR. THE POTENTIAL FOR A DEPENDABLE YEAR IS 6057 MU.",,,,,,,,,,,,,,,,,
"*** INCLUDES GANGUWAL & KOTLA.",,,,,,,,,,,,,,,,,
"$ UKAI - THE POTENTIAL FOR DEPENDABLE YEAR DURING THE INITIAL YEAR IS 1080 MU AND WOULD REDUCE TO 605 MU AS AND WHEN UPSTREAM IRRIGATION DEVELOPS.",,,,,,,,,,,,,,,,,
"$$ ENERGY CONTENT AT GANDHI SAGAR INCLUDES FOR GENERATION AT R.P.SAGAR AND JAWAHAR SAGAR.",,,,,,,,,,,,,,,,,
"@ KOYNA - POTENTIAL OF 3523 MU IS CORRESPONDING TO 87 TMC OF WATER AVAILABLE FOR POWER GENERATION AS PER KRISHNA WATER DISPUTE TRIBUNAL AWARD FOR KOYNA I","II","III & IV.",,,,,,,,,,,,,,,
"* RANJIT SAGAR - ENERGY CONTENT AT F.R.L. WORKED OUT CONSIDERING NIL INFLOW IN THE RESERVIOR.",,,,,,,,,,,,,,,,,
,"DAILY REPORT OF HYDRO RESERVOIRS FOR","06-Apr-2008",1,,,,,,,,,,,,,,
,"FULL","PRESENT","RESERVIOR","MIN. DRAW","ANNUAL","ENERGY ENERGY","EFF.","EFF. CAP","COMMULATIVE",,,,,,,,
