,DAILY REPORT OF HYDRO RESERVOIRS FOR,01-Oct-2009,1
,FULL,PRESENT,RESERVIOR,MIN. DRAW,ANNUAL,ENERGY ENERGY,EFF.,EFF. CAP,CUMMULATIVE
,RESERVOIR,RESERVOIR,LEVEL ON,DOWN,DESIGN,CONTENT CONTENT,CAP.,AT,ENERGY
,RESERVOIR,STATE,LEVEL,LEVEL,THE SAME,LEVEL,POTEN-,AT,AT,AT,PRESENT,GEN. FROM
,DAY LAST,TIAL,F.R.L. PRESENT,F.R.L.,LEVEL,1ST. OF
,YEAR,LEVEL,THE MONTH

,M,FT,M,FT,M,FT,M,FT,MU,MU,MU,MCM,MAFT,MCM,MAFT



BALIMELA,ORISSA,462.08,1516.01,446.62,1465.30,450.34,1477.49,438.91,1439.99,1183.00,897.75,203.65,2675.96,2.17,607.00,0.49,553.02


HIRAKUD,ORISSA,192.02,629.99,189.88,622.95,191.81,629.30,179.83,589.99,1174.00,372.28,252.80,4709.43,3.82,3393.43,2.75,467.91


INDRAVATI,ORISSA,641.84,2105.77,637.90,2092.85,640.8,2102.36,625.00,2050.52,1962.00,1213.13,383.80,1485.50,1.20,1044.56,0.85,869.57


RENGALI,ORISSA,123.44,404.99,120.03,393.80,123.44,404.99,109.72,359.97,525.00,275.00,155.79,3167.81,2.57,1984.43,1.61,401.49


UPPER KOLAB,ORISSA,857.78,2814.24,849.86,2788.25,853.18,2799.15,843.78,2768.31,832.00,540.00,143.11,935.00,0.76,286.50,0.23,278.88


LOKTAK,MANIPUR,768.50,2521.33,768.46,2521.19,768.5,2521.33,766.01,2513.16,450.00,250.00,250.00,0.00,0.00,127.41


** BHAKRA - POTENTIAL OF 5282 MU INCLUDES THOSE OF GANGWAL AND KOTLA STATIONS AND CORRESPONDS TO A DRY YEAR. THE POTENTIAL FOR A DEPENDABLE YEAR IS 6057 MU.
*** INCLUDES GANGUWAL & KOTLA.
$ UKAI - THE POTENTIAL FOR DEPENDABLE YEAR DURING THE INITIAL YEAR IS 1080 MU AND WOULD REDUCE TO 605 MU AS AND WHEN UPSTREAM IRRIGATION DEVELOPS.
$$ ENERGY CONTENT AT GANDHI SAGAR INCLUDES FOR GENERATION AT R.P.SAGAR AND JAWAHAR SAGAR.
@ KOYNA - POTENTIAL OF 3523 MU IS CORRESPONDING TO 87 TMC OF WATER AVAILABLE FOR POWER GENERATION AS PER KRISHNA WATER DISPUTE TRIBUNAL AWARD FOR KOYNA I,II,III & IV.
* RANJIT SAGAR - ENERGY CONTENT AT F.R.L. WORKED OUT CONSIDERING NIL INFLOW IN THE RESERVIOR.
,DAILY REPORT OF HYDRO RESERVOIRS FOR,03-Oct-2009,1
,FULL,PRESENT,RESERVIOR,MIN. DRAW,ANNUAL,ENERGY ENERGY,EFF.,EFF. CAP,CUMMULATIVE
,RESERVOIR,RESERVOIR,LEVEL ON,DOWN,DESIGN,CONTENT CONTENT,CAP.,AT,ENERGY
,RESERVOIR,STATE,LEVEL,LEVEL,THE SAME,LEVEL,POTEN-,AT,AT,AT,PRESENT,GEN. FROM
,DAY LAST,TIAL,F.R.L. PRESENT,F.R.L.,LEVEL,1ST. OF
