05-01-2011,,Thermal (Total),,4944,1413,1111,29.47,1228,
05-01-2011,,Total Hydro,,62,25,24,0.60,25,
05-01-2011,,Total Haryana,,5006,1438,1135,30.07,1253,
05-01-2011,Rajasthan,kota TPS,,1240,1088,1000,25.46,1061,
05-01-2011,,suratgarh TPS,,1500,1208,1114,28.51,1188,
05-01-2011,,Chabra TPS,,750,604,555,14.70,612,
05-01-2011,,Dholpur GPS,,330,85,105,2.33,97,
05-01-2011,,Ramgarh GPS,,221,116,116,2.85,119,
05-01-2011,,RAPS A (NPC),,300,175,175,4.11,171,
05-01-2011,,Barsingsar (NLC),,250,199,197,4.73,197,
05-01-2011,,Giral  LTPS,,250,71,44,1.32,55,
05-01-2011,,Rajwest LTPS (IPP),,1080,165,212,4.75,198,
05-01-2011,,VSLP  LTPS (IPP),,135,0,0,0.00,0,
05-01-2011,,Kalisindh Thermal,,600,0,0,0.00,0,
06-01-2011,Element,Element,Peak(20:00Hrs) MW,Off Peak(03:00Hrs) MW,Maximum Interchange (MW),Maximum Interchange (MW),Energy (MU),Energy (MU),Net Energy MU
06-01-2011,Element,Element,Peak(20:00Hrs) MW,Off Peak(03:00Hrs) MW,Import,Export,Import,Export,Net Energy MU
06-01-2011,,Magnum Diesel (IPP),,25,0,0,0.00,0,
06-01-2011,,Jhajjar(CLP),,1320,567,371,10.45,436,
06-01-2011,,Thermal (Total),,4944,1413,1111,29.47,1228,
06-01-2011,,Total Hydro,,62,25,24,0.60,25,
06-01-2011,,Total Haryana,,5006,1438,1135,30.07,1253,
06-01-2011,Rajasthan,kota TPS,,1240,1088,1000,25.46,1061,
06-01-2011,,suratgarh TPS,,1500,1208,1114,28.51,1188,
06-01-2011,,Chabra TPS,,750,604,555,14.70,612,
06-01-2011,,Dholpur GPS,,330,85,105,2.33,97,
06-01-2011,,Ramgarh GPS,,221,116,116,2.85,119,
06-01-2011,,RAPS A (NPC),,300,175,175,4.11,171,
06-01-2011,,Barsingsar (NLC),,250,199,197,4.73,197,
06-01-2011,,Giral  LTPS,,250,71,44,1.32,55,
06-01-2011,,Rajwest LTPS (IPP),,1080,165,212,4.75,198,
06-01-2011,,VSLP  LTPS (IPP),,135,0,0,0.00,0,
06-01-2011,,Kalisindh Thermal,,600,0,0,0.00,0,
07-01-2011,Element,Element,Peak(20:00Hrs) MW,Off Peak(03:00Hrs) MW,Maximum Interchange (MW),Maximum Interchange (MW),Energy (MU),Energy (MU),Net Energy MU
07-01-2011,Element,Element,Peak(20:00Hrs) MW,Off Peak(03:00Hrs) MW,Import,Export,Import,Export,Net Energy MU
07-01-2011,,Magnum Diesel (IPP),,25,0,0,0.00,0,
07-01-2011,,Jhajjar(CLP),,1320,567,371,10.45,436,
07-01-2011,,Thermal (Total),,4944,1413,1111,29.47,1228,
07-01-2011,,Total Hydro,,62,25,24,0.60,25,
07-01-2011,,Total Haryana,,5006,1438,1135,30.07,1253,
07-01-2011,Rajasthan,kota TPS,,1240,1088,1000,25.46,1061,
07-01-2011,,suratgarh TPS,,1500,1208,1114,28.51,1188,
07-01-2011,,Chabra TPS,,750,604,555,14.70,612,
07-01-2011,,Dholpur GPS,,330,85,105,2.33,97,
07-01-2011,,Ramgarh GPS,,221,116,116,2.85,119,
07-01-2011,,RAPS A (NPC),,300,175,175,4.11,171,
07-01-2011,,Barsingsar (NLC),,250,199,197,4.73,197,
07-01-2011,,Giral  LTPS,,250,71,44,1.32,55,
07-01-2011,,Rajwest LTPS (IPP),,1080,165,212,4.75,198,
07-01-2011,,VSLP  LTPS (IPP),,135,0,0,0.00,0,
07-01-2011,,Kalisindh Thermal,,600,0,0,0.00,0,
08-01-2011,Element,Element,Peak(20:00Hrs) MW,Off Peak(03:00Hrs) MW,Maximum Interchange (MW),Maximum Interchange (MW),Energy (MU),Energy (MU),Net Energy MU
08-01-2011,Element,Element,Peak(20:00Hrs) MW,Off Peak(03:00Hrs) MW,Import,Export,Import,Export,Net Energy MU
08-01-2011,,Magnum Diesel (IPP),,25,0,0,0.00,0,
08-01-2011,,Jhajjar(CLP),,1320,567,371,10.45,436,
08-01-2011,,Thermal (Total),,4944,1413,1111,29.47,1228,
08-01-2011,,Total Hydro,,62,25,24,0.60,25,
08-01-2011,,Total Haryana,,5006,1438,1135,30.07,1253,
08-01-2011,Rajasthan,kota TPS,,1240,1088,1000,25.46,1061,
08-01-2011,,suratgarh TPS,,1500,1208,1114,28.51,1188,
08-01-2011,,Chabra TPS,,750,604,555,14.70,612,
08-01-2011,,Dholpur GPS,,330,85,105,2.33,97,
08-01-2011,,Ramgarh GPS,,221,116,116,2.85,119,
08-01-2011,,RAPS A (NPC),,300,175,175,4.11,171,
08-01-2011,,Barsingsar (NLC),,250,199,197,4.73,197,
08-01-2011,,Giral  LTPS,,250,71,44,1.32,55,
08-01-2011,,Rajwest LTPS (IPP),,1080,165,212,4.75,198,
08-01-2011,,VSLP  LTPS (IPP),,135,0,0,0.00,0,
08-01-2011,,Kalisindh Thermal,,600,0,0,0.00,0,
09-01-2011,Element,Element,Peak(20:00Hrs) MW,Off Peak(03:00Hrs) MW,Maximum Interchange (MW),Maximum Interchange (MW),Energy (MU),Energy (MU),Net Energy MU
09-01-2011,Element,Element,Peak(20:00Hrs) MW,Off Peak(03:00Hrs) MW,Import,Export,Import,Export,Net Energy MU
09-01-2011,,Magnum Diesel (IPP),,25,0,0,0.00,0,
09-01-2011,,Jhajjar(CLP),,1320,567,371,10.45,436,
09-01-2011,,Thermal (Total),,4944,1413,1111,29.47,1228,
09-01-2011,,Total Hydro,,62,25,24,0.60,25,
09-01-2011,,Total Haryana,,5006,1438,1135,30.07,1253,
09-01-2011,Rajasthan,kota TPS,,1240,1088,1000,25.46,1061,
09-01-2011,,suratgarh TPS,,1500,1208,1114,28.51,1188,
09-01-2011,,Chabra TPS,,750,604,555,14.70,612,
09-01-2011,,Dholpur GPS,,330,85,105,2.33,97,
09-01-2011,,Ramgarh GPS,,221,116,116,2.85,119,
09-01-2011,,RAPS A (NPC),,300,175,175,4.11,171,
09-01-2011,,Barsingsar (NLC),,250,199,197,4.73,197,
09-01-2011,,Giral  LTPS,,250,71,44,1.32,55,
09-01-2011,,Rajwest LTPS (IPP),,1080,165,212,4.75,198,
09-01-2011,,VSLP  LTPS (IPP),,135,0,0,0.00,0,
09-01-2011,,Kalisindh Thermal,,600,0,0,0.00,0,
10-01-2011,Element,Element,Peak(20:00Hrs) MW,Off Peak(03:00Hrs) MW,Maximum Interchange (MW),Maximum Interchange (MW),Energy (MU),Energy (MU),Net Energy MU
10-01-2011,Element,Element,Peak(20:00Hrs) MW,Off Peak(03:00Hrs) MW,Import,Export,Import,Export,Net Energy MU
10-01-2011,,Magnum Diesel (IPP),,25,0,0,0.00,0,
10-01-2011,,Jhajjar(CLP),,1320,567,371,10.45,436,
10-01-2011,,Thermal (Total),,4944,1413,1111,29.47,1228,
10-01-2011,,Total Hydro,,62,25,24,0.60,25,
10-01-2011,,Total Haryana,,5006,1438,1135,30.07,1253,
10-01-2011,Rajasthan,kota TPS,,1240,1088,1000,25.46,1061,
10-01-2011,,suratgarh TPS,,1500,1208,1114,28.51,1188,
10-01-2011,,Chabra TPS,,750,604,555,14.70,612,
10-01-2011,,Dholpur GPS,,330,85,105,2.33,97,
10-01-2011,,Ramgarh GPS,,221,116,116,2.85,119,
10-01-2011,,RAPS A (NPC),,300,175,175,4.11,171,
10-01-2011,,Barsingsar (NLC),,250,199,197,4.73,197,
10-01-2011,,Giral  LTPS,,250,71,44,1.32,55,
10-01-2011,,Rajwest LTPS (IPP),,1080,165,212,4.75,198,
10-01-2011,,VSLP  LTPS (IPP),,135,0,0,0.00,0,
10-01-2011,,Kalisindh Thermal,,600,0,0,0.00,0,
11-01-2011,Element,Element,Peak(20:00Hrs) MW,Off Peak(03:00Hrs) MW,Maximum Interchange (MW),Maximum Interchange (MW),Energy (MU),Energy (MU),Net Energy MU
11-01-2011,Element,Element,Peak(20:00Hrs) MW,Off Peak(03:00Hrs) MW,Import,Export,Import,Export,Net Energy MU
11-01-2011,,Magnum Diesel (IPP),,25,0,0,0.00,0,
11-01-2011,,Jhajjar(CLP),,1320,567,371,10.45,436,
11-01-2011,,Thermal (Total),,4944,1413,1111,29.47,1228,
11-01-2011,,Total Hydro,,62,25,24,0.60,25,
11-01-2011,,Total Haryana,,5006,1438,1135,30.07,1253,
11-01-2011,Rajasthan,kota TPS,,1240,1088,1000,25.46,1061,
11-01-2011,,suratgarh TPS,,1500,1208,1114,28.51,1188,
11-01-2011,,Chabra TPS,,750,604,555,14.70,612,
11-01-2011,,Dholpur GPS,,330,85,105,2.33,97,
11-01-2011,,Ramgarh GPS,,221,116,116,2.85,119,
11-01-2011,,RAPS A (NPC),,300,175,175,4.11,171,
11-01-2011,,Barsingsar (NLC),,250,199,197,4.73,197,
11-01-2011,,Giral  LTPS,,250,71,44,1.32,55,
11-01-2011,,Rajwest LTPS (IPP),,1080,165,212,4.75,198,
11-01-2011,,VSLP  LTPS (IPP),,135,0,0,0.00,0,
11-01-2011,,Kalisindh Thermal,,600,0,0,0.00,0,
12-01-2011,Element,Element,Peak(20:00Hrs) MW,Off Peak(03:00Hrs) MW,Maximum Interchange (MW),Maximum Interchange (MW),Energy (MU),Energy (MU),Net Energy MU
12-01-2011,Element,Element,Peak(20:00Hrs) MW,Off Peak(03:00Hrs) MW,Import,Export,Import,Export,Net Energy MU
12-01-2011,,Magnum Diesel (IPP),,25,0,0,0.00,0,
12-01-2011,,Jhajjar(CLP),,1320,567,371,10.45,436,
12-01-2011,,Thermal (Total),,4944,1413,1111,29.47,1228,
12-01-2011,,Total Hydro,,62,25,24,0.60,25,
12-01-2011,,Total Haryana,,5006,1438,1135,30.07,1253,
12-01-2011,Rajasthan,kota TPS,,1240,1088,1000,25.46,1061,
12-01-2011,,suratgarh TPS,,1500,1208,1114,28.51,1188,
12-01-2011,,Chabra TPS,,750,604,555,14.70,612,
12-01-2011,,Dholpur GPS,,330,85,105,2.33,97,
12-01-2011,,Ramgarh GPS,,221,116,116,2.85,119,
12-01-2011,,RAPS A (NPC),,300,175,175,4.11,171,
12-01-2011,,Barsingsar (NLC),,250,199,197,4.73,197,
12-01-2011,,Giral  LTPS,,250,71,44,1.32,55,
12-01-2011,,Rajwest LTPS (IPP),,1080,165,212,4.75,198,
12-01-2011,,VSLP  LTPS (IPP),,135,0,0,0.00,0,
12-01-2011,,Kalisindh Thermal,,600,0,0,0.00,0,
13-01-2011,Element,Element,Peak(20:00Hrs) MW,Off Peak(03:00Hrs) MW,Maximum Interchange (MW),Maximum Interchange (MW),Energy (MU),Energy (MU),Net Energy MU
13-01-2011,Element,Element,Peak(20:00Hrs) MW,Off Peak(03:00Hrs) MW,Import,Export,Import,Export,Net Energy MU
13-01-2011,,Magnum Diesel (IPP),,25,0,0,0.00,0,
13-01-2011,,Jhajjar(CLP),,1320,567,371,10.45,436,
13-01-2011,,Thermal (Total),,4944,1413,1111,29.47,1228,
13-01-2011,,Total Hydro,,62,25,24,0.60,25,
13-01-2011,,Total Haryana,,5006,1438,1135,30.07,1253,
13-01-2011,Rajasthan,kota TPS,,1240,1088,1000,25.46,1061,
13-01-2011,,suratgarh TPS,,1500,1208,1114,28.51,1188,
13-01-2011,,Chabra TPS,,750,604,555,14.70,612,
13-01-2011,,Dholpur GPS,,330,85,105,2.33,97,
13-01-2011,,Ramgarh GPS,,221,116,116,2.85,119,
13-01-2011,,RAPS A (NPC),,300,175,175,4.11,171,
13-01-2011,,Barsingsar (NLC),,250,199,197,4.73,197,
13-01-2011,,Giral  LTPS,,250,71,44,1.32,55,
13-01-2011,,Rajwest LTPS (IPP),,1080,165,212,4.75,198,
13-01-2011,,VSLP  LTPS (IPP),,135,0,0,0.00,0,
13-01-2011,,Kalisindh Thermal,,600,0,0,0.00,0,
14-01-2011,Element,Element,Peak(20:00Hrs) MW,Off Peak(03:00Hrs) MW,Maximum Interchange (MW),Maximum Interchange (MW),Energy (MU),Energy (MU),Net Energy MU
14-01-2011,Element,Element,Peak(20:00Hrs) MW,Off Peak(03:00Hrs) MW,Import,Export,Import,Export,Net Energy MU
14-01-2011,,Magnum Diesel (IPP),,25,0,0,0.00,0,
14-01-2011,,Jhajjar(CLP),,1320,567,371,10.45,436,
14-01-2011,,Thermal (Total),,4944,1413,1111,29.47,1228,
14-01-2011,,Total Hydro,,62,25,24,0.60,25,
14-01-2011,,Total Haryana,,5006,1438,1135,30.07,1253,
14-01-2011,Rajasthan,kota TPS,,1240,1088,1000,25.46,1061,
14-01-2011,,suratgarh TPS,,1500,1208,1114,28.51,1188,
14-01-2011,,Chabra TPS,,750,604,555,14.70,612,
14-01-2011,,Dholpur GPS,,330,85,105,2.33,97,
14-01-2011,,Ramgarh GPS,,221,116,116,2.85,119,
14-01-2011,,RAPS A (NPC),,300,175,175,4.11,171,
14-01-2011,,Barsingsar (NLC),,250,199,197,4.73,197,
14-01-2011,,Giral  LTPS,,250,71,44,1.32,55,
14-01-2011,,Rajwest LTPS (IPP),,1080,165,212,4.75,198,
14-01-2011,,VSLP  LTPS (IPP),,135,0,0,0.00,0,
14-01-2011,,Kalisindh Thermal,,600,0,0,0.00,0,
15-01-2011,Element,Element,Peak(20:00Hrs) MW,Off Peak(03:00Hrs) MW,Maximum Interchange (MW),Maximum Interchange (MW),Energy (MU),Energy (MU),Net Energy MU
15-01-2011,Element,Element,Peak(20:00Hrs) MW,Off Peak(03:00Hrs) MW,Import,Export,Import,Export,Net Energy MU
15-01-2011,,Magnum Diesel (IPP),,25,0,0,0.00,0,
15-01-2011,,Jhajjar(CLP),,1320,567,371,10.45,436,
15-01-2011,,Thermal (Total),,4944,1413,1111,29.47,1228,
15-01-2011,,Total Hydro,,62,25,24,0.60,25,
15-01-2011,,Total Haryana,,5006,1438,1135,30.07,1253,
15-01-2011,Rajasthan,kota TPS,,1240,1088,1000,25.46,1061,
15-01-2011,,suratgarh TPS,,1500,1208,1114,28.51,1188,
15-01-2011,,Chabra TPS,,750,604,555,14.70,612,
15-01-2011,,Dholpur GPS,,330,85,105,2.33,97,
15-01-2011,,Ramgarh GPS,,221,116,116,2.85,119,
15-01-2011,,RAPS A (NPC),,300,175,175,4.11,171,
15-01-2011,,Barsingsar (NLC),,250,199,197,4.73,197,
15-01-2011,,Giral  LTPS,,250,71,44,1.32,55,
15-01-2011,,Rajwest LTPS (IPP),,1080,165,212,4.75,198,
15-01-2011,,VSLP  LTPS (IPP),,135,0,0,0.00,0,
15-01-2011,,Kalisindh Thermal,,600,0,0,0.00,0,
16-01-2011,Element,Element,Peak(20:00Hrs) MW,Off Peak(03:00Hrs) MW,Maximum Interchange (MW),Maximum Interchange (MW),Energy (MU),Energy (MU),Net Energy MU
16-01-2011,Element,Element,Peak(20:00Hrs) MW,Off Peak(03:00Hrs) MW,Import,Export,Import,Export,Net Energy MU
16-01-2011,,Magnum Diesel (IPP),,25,0,0,0.00,0,
16-01-2011,,Jhajjar(CLP),,1320,567,371,10.45,436,
16-01-2011,,Thermal (Total),,4944,1413,1111,29.47,1228,
16-01-2011,,Total Hydro,,62,25,24,0.60,25,
16-01-2011,,Total Haryana,,5006,1438,1135,30.07,1253,
16-01-2011,Rajasthan,kota TPS,,1240,1088,1000,25.46,1061,
16-01-2011,,suratgarh TPS,,1500,1208,1114,28.51,1188,
16-01-2011,,Chabra TPS,,750,604,555,14.70,612,
16-01-2011,,Dholpur GPS,,330,85,105,2.33,97,
16-01-2011,,Ramgarh GPS,,221,116,116,2.85,119,
16-01-2011,,RAPS A (NPC),,300,175,175,4.11,171,
16-01-2011,,Barsingsar (NLC),,250,199,197,4.73,197,
16-01-2011,,Giral  LTPS,,250,71,44,1.32,55,
16-01-2011,,Rajwest LTPS (IPP),,1080,165,212,4.75,198,
16-01-2011,,VSLP  LTPS (IPP),,135,0,0,0.00,0,
16-01-2011,,Kalisindh Thermal,,600,0,0,0.00,0,
17-01-2011,Element,Element,Peak(20:00Hrs) MW,Off Peak(03:00Hrs) MW,Maximum Interchange (MW),Maximum Interchange (MW),Energy (MU),Energy (MU),Net Energy MU
17-01-2011,Element,Element,Peak(20:00Hrs) MW,Off Peak(03:00Hrs) MW,Import,Export,Import,Export,Net Energy MU
17-01-2011,,Magnum Diesel (IPP),,25,0,0,0.00,0,
17-01-2011,,Jhajjar(CLP),,1320,567,371,10.45,436,
17-01-2011,,Thermal (Total),,4944,1413,1111,29.47,1228,
17-01-2011,,Total Hydro,,62,25,24,0.60,25,
17-01-2011,,Total Haryana,,5006,1438,1135,30.07,1253,
17-01-2011,Rajasthan,kota TPS,,1240,1088,1000,25.46,1061,
17-01-2011,,suratgarh TPS,,1500,1208,1114,28.51,1188,
17-01-2011,,Chabra TPS,,750,604,555,14.70,612,
17-01-2011,,Dholpur GPS,,330,85,105,2.33,97,
17-01-2011,,Ramgarh GPS,,221,116,116,2.85,119,
17-01-2011,,RAPS A (NPC),,300,175,175,4.11,171,
17-01-2011,,Barsingsar (NLC),,250,199,197,4.73,197,
17-01-2011,,Giral  LTPS,,250,71,44,1.32,55,
17-01-2011,,Rajwest LTPS (IPP),,1080,165,212,4.75,198,
17-01-2011,,VSLP  LTPS (IPP),,135,0,0,0.00,0,
17-01-2011,,Kalisindh Thermal,,600,0,0,0.00,0,
18-01-2011,Element,Element,Peak(20:00Hrs) MW,Off Peak(03:00Hrs) MW,Maximum Interchange (MW),Maximum Interchange (MW),Energy (MU),Energy (MU),Net Energy MU
18-01-2011,Element,Element,Peak(20:00Hrs) MW,Off Peak(03:00Hrs) MW,Import,Export,Import,Export,Net Energy MU
18-01-2011,,Magnum Diesel (IPP),,25,0,0,0.00,0,
18-01-2011,,Jhajjar(CLP),,1320,567,371,10.45,436,
18-01-2011,,Thermal (Total),,4944,1413,1111,29.47,1228,
18-01-2011,,Total Hydro,,62,25,24,0.60,25,
18-01-2011,,Total Haryana,,5006,1438,1135,30.07,1253,
18-01-2011,Rajasthan,kota TPS,,1240,1088,1000,25.46,1061,
18-01-2011,,suratgarh TPS,,1500,1208,1114,28.51,1188,
18-01-2011,,Chabra TPS,,750,604,555,14.70,612,
18-01-2011,,Dholpur GPS,,330,85,105,2.33,97,
18-01-2011,,Ramgarh GPS,,221,116,116,2.85,119,
18-01-2011,,RAPS A (NPC),,300,175,175,4.11,171,
18-01-2011,,Barsingsar (NLC),,250,199,197,4.73,197,
18-01-2011,,Giral  LTPS,,250,71,44,1.32,55,
18-01-2011,,Rajwest LTPS (IPP),,1080,165,212,4.75,198,
18-01-2011,,VSLP  LTPS (IPP),,135,0,0,0.00,0,
18-01-2011,,Kalisindh Thermal,,600,0,0,0.00,0,
19-01-2011,Element,Element,Peak(20:00Hrs) MW,Off Peak(03:00Hrs) MW,Maximum Interchange (MW),Maximum Interchange (MW),Energy (MU),Energy (MU),Net Energy MU
19-01-2011,Element,Element,Peak(20:00Hrs) MW,Off Peak(03:00Hrs) MW,Import,Export,Import,Export,Net Energy MU
19-01-2011,,Magnum Diesel (IPP),,25,0,0,0.00,0,
19-01-2011,,Jhajjar(CLP),,1320,567,371,10.45,436,
19-01-2011,,Thermal (Total),,4944,1413,1111,29.47,1228,
19-01-2011,,Total Hydro,,62,25,24,0.60,25,
19-01-2011,,Total Haryana,,5006,1438,1135,30.07,1253,
19-01-2011,Rajasthan,kota TPS,,1240,1088,1000,25.46,1061,
19-01-2011,,suratgarh TPS,,1500,1208,1114,28.51,1188,
19-01-2011,,Chabra TPS,,750,604,555,14.70,612,
19-01-2011,,Dholpur GPS,,330,85,105,2.33,97,
19-01-2011,,Ramgarh GPS,,221,116,116,2.85,119,
19-01-2011,,RAPS A (NPC),,300,175,175,4.11,171,
19-01-2011,,Barsingsar (NLC),,250,199,197,4.73,197,
19-01-2011,,Giral  LTPS,,250,71,44,1.32,55,
19-01-2011,,Rajwest LTPS (IPP),,1080,165,212,4.75,198,
19-01-2011,,VSLP  LTPS (IPP),,135,0,0,0.00,0,
19-01-2011,,Kalisindh Thermal,,600,0,0,0.00,0,
20-01-2011,Element,Element,Peak(20:00Hrs) MW,Off Peak(03:00Hrs) MW,Maximum Interchange (MW),Maximum Interchange (MW),Energy (MU),Energy (MU),Net Energy MU
20-01-2011,Element,Element,Peak(20:00Hrs) MW,Off Peak(03:00Hrs) MW,Import,Export,Import,Export,Net Energy MU
20-01-2011,,Magnum Diesel (IPP),,25,0,0,0.00,0,
20-01-2011,,Jhajjar(CLP),,1320,567,371,10.45,436,
20-01-2011,,Thermal (Total),,4944,1413,1111,29.47,1228,
20-01-2011,,Total Hydro,,62,25,24,0.60,25,
20-01-2011,,Total Haryana,,5006,1438,1135,30.07,1253,
20-01-2011,Rajasthan,kota TPS,,1240,1088,1000,25.46,1061,
20-01-2011,,suratgarh TPS,,1500,1208,1114,28.51,1188,
20-01-2011,,Chabra TPS,,750,604,555,14.70,612,
20-01-2011,,Dholpur GPS,,330,85,105,2.33,97,
20-01-2011,,Ramgarh GPS,,221,116,116,2.85,119,
20-01-2011,,RAPS A (NPC),,300,175,175,4.11,171,
20-01-2011,,Barsingsar (NLC),,250,199,197,4.73,197,
20-01-2011,,Giral  LTPS,,250,71,44,1.32,55,
20-01-2011,,Rajwest LTPS (IPP),,1080,165,212,4.75,198,
20-01-2011,,VSLP  LTPS (IPP),,135,0,0,0.00,0,
20-01-2011,,Kalisindh Thermal,,600,0,0,0.00,0,
21-01-2011,Element,Element,Peak(20:00Hrs) MW,Off Peak(03:00Hrs) MW,Maximum Interchange (MW),Maximum Interchange (MW),Energy (MU),Energy (MU),Net Energy MU
21-01-2011,Element,Element,Peak(20:00Hrs) MW,Off Peak(03:00Hrs) MW,Import,Export,Import,Export,Net Energy MU
21-01-2011,,Magnum Diesel (IPP),,25,0,0,0.00,0,
